Ecoregions;Insect_LCBD;SumNat_PFC;Habitat_Heterogeneity;Pred_LCBD_Insect;lower_LCBD_Insect;upperr_LCBD_Insect
SAP;0.000697815;0.811359163;;;;
TPL;0.000934178;1.227842938;;;;
UMW;0.000673841;0.875619756;;;;
UMW;0.000778074;1.161263564;;;;
WMT;0.000839486;0.57617123;;;;
TPL;0.001005178;1.097256282;;;;
NPL;0.000812444;0.989464802;;;;
UMW;0.000966407;1.334375737;;;;
WMT;0.001598498;1.265087684;;;;
SPL;0.000865032;0.635285246;;;;
TPL;0.000925575;1.334375737;;;;
NAP;0.001080313;1.103309848;;;;
WMT;0.001364396;0.870473178;;;;
WMT;0.000816264;0.953431757;;;;
SAP;0.001152332;1.265087683;;;;
TPL;0.000695414;1.288913328;;;;
UMW;0.000879978;1.006842803;;;;
CPL;0.000810035;1.311994298;;;;
CPL;0.001039597;1.201926913;;;;
XER;0.001169006;0.511910636;;;;
UMW;0.000766704;0.915550072;;;;
NPL;0.000823754;1.356098801;;;;
UMW;0.000902396;0.765185945;;;;
CPL;0.000605316;0.788633341;;;;
CPL;0.001037176;1.006842803;;;;
NPL;0.00075874;0.854814692;;;;
NAP;0.001051237;0.854814692;;;;
XER;0.001043308;1.006842803;;;;
NPL;0.000877595;0.934733772;;;;
WMT;0.001382154;1.132855025;;;;
NAP;0.001174928;1.147195883;;;;
WMT;0.001012029;0.895854746;;;;
SPL;0.000871503;0.44152112;;;;
CPL;0.000832983;0.934733772;;;;
TPL;0.00095716;0.934733772;;;;
SPL;0.000823129;1.456052573;;;;
SPL;0.001139462;1.397717188;;;;
UMW;0.000648925;1.175068282;;;;
CPL;0.001050066;0.740969646;;;;
NAP;0.000876675;0.861117982;;;;
NPL;0.000781727;1.277096581;;;;
NPL;0.001035562;1.103309848;;;;
SAP;0.000836551;1.088081867;;;;
NAP;0.000772464;1.023821273;;;;
TPL;0.000877887;0.875619757;;;;
CPL;0.000715597;1.072533273;;;;
TPL;0.000990813;0.854814692;;;;
SAP;0.000856407;0.925204208;;;;
SAP;0.001162406;1.049737298;;;;
XER;0.000838531;1.188619689;;;;
UMW;0.000642737;1.040418172;;;;
SAP;0.000838907;0.971668015;;;;
TPL;0.001228479;0.915550072;;;;
SAP;0.001191515;0.57617123;;;;
NPL;0.001232026;0.915550072;;;;
NPL;0.001106968;1.072533273;;;;
NAP;0.001218273;1.147195883;;;;
WMT;0.000842184;1.226426771;;;;
SPL;0.000890805;1.056650275;;;;
SAP;0.0007261;1.056650275;;;;
TPL;0.001037091;0.690016276;;;;
TPL;0.001011729;0.663157646;;;;
WMT;0.001118117;0.909976227;;;;
TPL;0.001178171;0.635285246;;;;
TPL;0.000666038;1.049737298;;;;
TPL;0.001034492;0.715932302;;;;
SPL;0.001057109;0.511910637;;;;
SPL;0.000943169;0.635285246;;;;
TPL;0.000796361;0.934733772;;;;
CPL;0.001077683;1.265087683;;;;
TPL;0.001288468;0.511910636;;;;
TPL;0.001025991;0.788633341;;;;
SAP;0.000798184;1.147195883;;;;
SAP;0.000895407;1.056650275;;;;
SAP;0.001166185;1.175068282;;;;
XER;0.000624318;0.971668015;;;;
WMT;0.00098849;0.811359163;;;;
WMT;0.00098236;1.366725329;;;;
UMW;0.00104869;1.312940527;;;;
UMW;0.001324443;1.252880283;;;;
TPL;0.001054094;0.971668015;;;;
WMT;0.000887564;1.161263564;;;;
SPL;0.000818356;1.227842938;;;;
WMT;0.001388023;1.252880283;;;;
NAP;0.000910029;0.740969646;;;;
NAP;0.001030585;0.606319536;;;;
SPL;0.001212052;1.161263564;;;;
TPL;0.00103304;1.240467706;;;;
SAP;0.000715116;1.201926913;;;;
SAP;0.000823552;0.989464802;;;;
TPL;0.000540254;0.36370912;;;;
TPL;0.001069971;0.854814692;;;;
CPL;0.001243096;1.323269799;;;;
SPL;0.000930297;0.57617123;;;;
SPL;0.001239742;1.345317136;;;;
SPL;0.00089674;0.740969646;;;;
TPL;0.00105567;0.690016276;;;;
SPL;0.000833423;1.201926913;;;;
TPL;0.000968524;0.895854747;;;;
WMT;0.001042489;1.006842803;;;;
CPL;0.001212568;1.323269799;;;;
NPL;0.000796523;0.934733772;;;;
NPL;0.000965594;1.147195883;;;;
XER;0.001285444;1.46303087;;;;
CPL;0.001003742;0.96986452;;;;
NPL;0.000659481;1.103309848;;;;
NPL;0.000766226;1.074102946;;;;
CPL;0.0007864;1.161263564;;;;
CPL;0.000680686;1.023821273;;;;
NAP;0.001489843;0.811359163;;;;
WMT;0.000919855;0.953431757;;;;
WMT;0.000952085;0.895854746;;;;
NPL;0.000675819;0.615129155;;;;
SPL;0.001144154;0.765185945;;;;
UMW;0.000848727;1.103309848;;;;
XER;0.000792045;1.118230172;;;;
XER;0.000712698;1.056650275;;;;
XER;0.000745276;0.971668015;;;;
XER;0.001143056;1.201926913;;;;
NPL;0.000732672;0.715932302;;;;
WMT;0.000899982;1.323269799;;;;
WMT;0.000944572;0.934733772;;;;
SPL;0.00122028;1.265087683;;;;
XER;0.000836326;1.227842938;;;;
XER;0.00089984;0.606319536;;;;
TPL;0.001088471;0.971668015;;;;
UMW;0.000631928;0.544739638;;;;
WMT;0.000742302;0.95527578;;;;
WMT;0.001138489;0.971668015;;;;
TPL;0.001269567;0.854814692;;;;
NPL;0.000827618;1.227842938;;;;
TPL;0.000731924;0.875619756;;;;
CPL;0.001256208;1.132855025;;;;
NPL;0.000679836;1.161263564;;;;
NPL;0.001179465;1.118230172;;;;
TPL;0.001094225;0.064260594;;;;
TPL;0.000921983;0.788633341;;;;
UMW;0.000996535;1.277096581;;;;
UMW;0.000752004;0.971668015;;;;
NPL;0.000802289;0.544739638;;;;
SPL;0.000803708;1.006842803;;;;
WMT;0.000907584;1.161263564;;;;
SPL;0.001542083;1.040418172;;;;
SPL;0.000794937;1.040418172;;;;
CPL;0.001124779;1.198401699;;;;
NPL;0.000632531;0.854814692;;;;
NPL;0.001118106;0.934733772;;;;
WMT;0.001439008;1.118230172;;;;
CPL;0.001126191;0.854814692;;;;
SAP;0.001365335;1.474516808;;;;
SAP;0.000968427;1.201926913;;;;
TPL;0.001170312;1.103309848;;;;
SPL;0.000769192;1.214998598;;;;
NPL;0.001408376;1.323269799;;;;
NPL;0.000820759;0.971668015;;;;
TPL;0.000982067;0.811359163;;;;
TPL;0.000859721;1.040418172;;;;
TPL;0.000998691;1.006842803;;;;
WMT;0.000826553;1.175068282;;;;
WMT;0.00122428;1.259009205;;;;
NPL;0.000927858;1.201926913;;;;
WMT;0.001151891;1.240467706;;;;
NPL;0.000693666;1.252880283;;;;
NPL;0.000763739;1.092749798;;;;
SAP;0.000894613;1.236283383;;;;
NPL;0.000781783;1.300543977;;;;
UMW;0.001106567;1.483578651;;;;
SPL;0.000631345;0.663157646;;;;
SPL;0.001229887;0.833406499;;;;
XER;0.001217408;1.427460708;;;;
XER;0.000783434;1.064634471;;;;
SPL;0.001293241;1.265087684;;;;
CPL;0.000883896;1.188619689;;;;
CPL;0.000823486;0.913387462;;;;
SAP;0.001176174;1.510115552;;;;
SAP;0.000841618;1.161263564;;;;
WMT;0.001104259;1.103309848;;;;
NPL;0.001162862;0.915550072;;;;
CPL;0.001174215;1.201926913;;;;
CPL;0.000886604;1.088081867;;;;
CPL;0.000839017;0.989464802;;;;
SAP;0.000694947;1.118230173;;;;
CPL;0.000707023;1.265087683;;;;
UMW;0.001034709;1.175068283;;;;
NAP;0.000801942;0.635285246;;;;
WMT;0.000983562;1.214998598;;;;
TPL;0.000965794;0.740969646;;;;
NPL;0.001123153;1.188619689;;;;
NPL;0.000940471;1.088081867;;;;
WMT;0.000862703;1.265087683;;;;
SAP;0.001246509;0.971668015;;;;
XER;0.000768571;1.300543977;;;;
UMW;0.000895839;1.006842802;;;;
UMW;0.000634261;0.715932302;;;;
TPL;0.000726394;0.788633341;;;;
WMT;0.000801821;1.254519642;;;;
SPL;0.000963168;0.663157646;;;;
SPL;0.000712634;0.064260594;;;;
CPL;0.001185309;0.811359163;;;;
CPL;0.000984735;0.971668015;;;;
XER;0.000870434;1.201926913;;;;
SPL;0.000888182;1.311994299;;;;
CPL;0.000873573;0.854814692;;;;
SAP;0.001182654;1.323269799;;;;
SAP;0.000847341;1.201926913;;;;
TPL;0.001307023;0.715932301;;;;
NPL;0.000738463;1.103309848;;;;
NPL;0.000782432;1.056650275;;;;
WMT;0.000795772;1.483578651;;;;
WMT;0.001119215;1.334375737;;;;
WMT;0.000939529;0.875619756;;;;
SPL;0.001205746;1.118230172;;;;
SPL;0.001104884;0.606319536;;;;
CPL;0.001201884;0.875619756;;;;
CPL;0.000929031;1.072533273;;;;
WMT;0.000948782;0.833406499;;;;
NAP;0.001077756;1.040418172;;;;
TPL;0.001199711;0.978838274;;;;
CPL;0.000797909;0.971668015;;;;
UMW;0.000835326;1.132855025;;;;
WMT;0.000923625;1.347486098;;;;
NPL;0.000826826;0.854814692;;;;
UMW;0.000784302;1.161263564;;;;
SPL;0.000896115;0.57617123;;;;
UMW;0.000715362;1.118230172;;;;
TPL;0.001154417;1.131405504;;;;
TPL;0.000529658;0;;;;
TPL;0.000942129;0.788633341;;;;
SAP;0.000723875;0.299448526;;;;
NAP;0.001270695;0.788633341;;;;
TPL;0.000690784;0.875619756;;;;
TPL;0.001149915;1.040418172;;;;
NPL;0.000645488;0.606319536;;;;
SPL;0.000755656;0.635285246;;;;
TPL;0.000635339;0.788633341;;;;
TPL;0.00092713;0.811359163;;;;
SPL;0.000781952;0.544739638;;;;
WMT;0.000992619;1.040418172;;;;
WMT;0.001052645;1.040418172;;;;
WMT;0.001586802;0.788633341;;;;
CPL;0.000873818;0.934733772;;;;
NPL;0.000732732;0.477554166;;;;
SPL;0.001080999;1.311994299;;;;
SPL;0.000730787;0.934733772;;;;
XER;0.00060178;1.088081867;;;;
TPL;0.000987163;0.8334065;;;;
NAP;0.000747685;1.238378508;;;;
TPL;0.000794958;0.989464802;;;;
TPL;0.001039935;1.023821273;;;;
XER;0.000955036;1.040418172;;;;
TPL;0.001134905;1.056650275;;;;
TPL;0.000727015;0.989464802;;;;
WMT;0.000789316;1.300543977;;;;
SAP;0.001179754;1.417678699;;;;
CPL;0.000735806;1.040418172;;;;
CPL;0.000864496;1.006842803;;;;
NAP;0.00073414;0.895854746;;;;
NPL;0.000856942;0.811359163;;;;
TPL;0.001157146;0.690016276;;;;
TPL;0.001026438;0.875619757;;;;
NPL;0.001182342;0.895854746;;;;
NAP;0.001206369;0.971668015;;;;
NAP;0.000881933;1.175068282;;;;
SAP;0.001218577;0.915550072;;;;
NAP;0.001492248;1.334375737;;;;
NAP;0.001204802;1.252880283;;;;
TPL;0.000851518;0.679389749;;;;
NAP;0.001288134;1.056650275;;;;
WMT;0.001189215;1.132855025;;;;
WMT;0.00117679;1.161263564;;;;
UMW;0.000726056;1.281056542;;;;
CPL;0.001025615;1.104468328;;;;
SAP;0.000860409;1.072533273;;;;
SAP;0.000567203;0.795524815;;;;
SAP;0.000784938;1.240467706;;;;
UMW;0.000730555;0.915550072;;;;
XER;0.000698142;0.36370912;;;;
XER;0.001048253;0.544739638;;;;
NAP;0.001190497;1.118230173;;;;
NAP;0.000882692;0.934733772;;;;
NPL;0.000700492;1.252880283;;;;
NPL;0.000754928;1.118230173;;;;
WMT;0.001489764;1.277096581;;;;
SAP;0.000777082;1.062362066;;;;
NPL;0.000569968;1.072533273;;;;
WMT;0.000795966;1.040418172;;;;
WMT;0.001105046;1.277096581;;;;
NPL;0.001115476;0.544739638;;;;
NPL;0.001072937;0.989464802;;;;
WMT;0.000937181;0.8334065;;;;
SAP;0.000724913;1.323269799;;;;
UMW;0.000837382;1.132855025;;;;
UMW;0.000819551;0.915550072;;;;
NPL;0.001271253;1.279475105;;;;
NPL;0.001344951;0.959560679;;;;
NPL;0.001009522;1.110807689;;;;
SPL;0.000670147;0.854814692;;;;
NAP;0.000703061;0.8334065;;;;
SAP;0.001062824;1.006842802;;;;
SAP;0.001197962;1.161263564;;;;
NPL;0.001199107;0.875619756;;;;
WMT;0.000970478;1.103309848;;;;
NPL;0.001127306;1.023821273;;;;
NPL;0.001018705;1.040418172;;;;
WMT;0.000839791;1.288913328;;;;
XER;0.001442416;1.20082709;;;;
SAP;0.000832596;1.259009205;;;;
TPL;0.001329152;0.544739638;;;;
TPL;0.000976897;0.915550072;;;;
XER;0.000819541;1.147195883;;;;
SAP;0.000716812;1.118230172;;;;
SAP;0.001020585;1.008558322;;;;
TPL;0.001050412;1.397717188;;;;
TPL;0.000711963;1.175068282;;;;
NAP;0.000776553;0.895854746;;;;
WMT;0.000763466;1.212835988;;;;
NAP;0.001213874;0.934733772;;;;
NAP;0.00085222;1.147195883;;;;
SPL;0.000612574;1.072533273;;;;
SAP;0.001041559;1.147195883;;;;
SAP;0.000688426;0.895854746;;;;
SAP;0.000633715;0.576171231;;;;
SAP;0.000840639;0.477554166;;;;
XER;0.001402671;1.103309848;;;;
WMT;0.001189595;1.277096581;;;;
WMT;0.000718319;0.953431757;;;;
SAP;0.001089275;1.227842938;;;;
NPL;0.000847606;0.971668015;;;;
NPL;0.000846506;0.788633341;;;;
SAP;0.000665423;1.356098801;;;;
SAP;0.00095521;0.989464802;;;;
SAP;0.000715204;0.854814692;;;;
XER;0.000819299;1.356098801;;;;
UMW;0.000757891;1.056650275;;;;
UMW;0.000761477;0.576171231;;;;
NAP;0.001114627;1.006842803;;;;
TPL;0.000755593;0.663157646;;;;
SAP;0.000910942;0.765185945;;;;
NPL;0.00065644;0.854814692;;;;
XER;0.000810545;1.265087684;;;;
NAP;0.000844762;1.118230172;;;;
NPL;0.000854713;1.040418172;;;;
NPL;0.000973492;1.288913328;;;;
TPL;0.000873739;0.997238884;;;;
TPL;0.000748842;1.188619689;;;;
NAP;0.000777968;0.544739638;;;;
CPL;0.000835104;0.915550072;;;;
CPL;0.001181968;1.427460708;;;;
WMT;0.001265087;1.370933493;;;;
NAP;0.001289726;1.265087683;;;;
TPL;0.000509624;0.064260594;;;;
TPL;0.000887037;1.345317136;;;;
WMT;0.000774583;0.875619756;;;;
WMT;0.000815104;1.252880283;;;;
CPL;0.001138131;0.606319536;;;;
CPL;0.00118627;0.824387221;;;;
NAP;0.000747891;1.088081867;;;;
TPL;0.0012166;1.110807689;;;;
TPL;0.000966215;1.214998598;;;;
XER;0.001267488;1.161263564;;;;
SPL;0.000752274;0.895854746;;;;
CPL;0.001143633;1.006842803;;;;
NAP;0.001034842;0.78863334;;;;
CPL;0.000939485;0.833406499;;;;
CPL;0.001575315;1.323269799;;;;
NAP;0.000732423;0.951583117;;;;
NPL;0.001042919;0.788633341;;;;
XER;0.000976912;0.915550072;;;;
WMT;0.000774237;1.023821273;;;;
NPL;0.000924897;0.740969646;;;;
NAP;0.001586659;1.387530393;;;;
NAP;0.00137063;0.971668015;;;;
NAP;0.000892926;0.740969646;;;;
SPL;0.001320774;0.989464802;;;;
SPL;0.000963507;1.265087684;;;;
XER;0.000699564;1.147195883;;;;
XER;0.001181968;1.175068282;;;;
NAP;0.000771491;0.889171163;;;;
SPL;0.000699752;0.740969646;;;;
SPL;0.001077485;0.511910636;;;;
NPL;0.001158822;1.227842938;;;;
SPL;0.000630955;0.22905901;;;;
SPL;0.000975074;0.875619757;;;;
SPL;0.001144545;1.252880283;;;;
SPL;0.00100847;1.300543977;;;;
WMT;0.001157655;0.953431757;;;;
SAP;0.001010021;0.788633341;;;;
CPL;0.001250472;1.234182298;;;;
UMW;0.000630742;0.740969646;;;;
SPL;0.000724448;0.57617123;;;;
SPL;0.000841427;0.811359163;;;;
TPL;0.000793149;0.811359163;;;;
UMW;0.000827463;1.088081867;;;;
NPL;0.000768922;1.040418172;;;;
SPL;0.001062303;0.17810564;;;;
SPL;0.001064112;0.833406499;;;;
SPL;0.000825083;0.44152112;;;;
UMW;0.000722552;1.259009205;;;;
UMW;0.001064366;1.360204042;;;;
NAP;0.000794908;0.765185945;;;;
WMT;0.000813945;1.127039791;;;;
WMT;0.000887489;1.063751589;;;;
TPL;0.001115483;0.635285246;;;;
SPL;0.000793653;0.875619756;;;;
CPL;0.001058652;0.989464802;;;;
WMT;0.000831348;1.088081867;;;;
SAP;0.00067858;0.690016276;;;;
SAP;0.000939454;0.929030802;;;;
WMT;0.000924835;0.811359163;;;;
SAP;0.000704783;0.635285246;;;;
WMT;0.001346104;1.510115552;;;;
NPL;0.001158671;1.201926913;;;;
NPL;0.001155722;1.175068282;;;;
WMT;0.000824978;0.936834857;;;;
WMT;0.001176791;0.606319536;;;;
NAP;0.000783837;0.992389681;;;;
WMT;0.000746504;0.971668015;;;;
XER;0.000738013;1.088081867;;;;
WMT;0.00159472;0.511910636;;;;
UMW;0.000709981;1.323269799;;;;
NPL;0.001189526;1.040418172;;;;
NPL;0.000920815;1.141850642;;;;
SPL;0.000755915;1.147195883;;;;
UMW;0.00077463;0.811359163;;;;
UMW;0.000863629;1.382383815;;;;
NPL;0.001253269;1.334375737;;;;
NPL;0.001059068;1.240467706;;;;
XER;0.00077602;1.072533273;;;;
TPL;0.000744411;0.511910637;;;;
TPL;0.001011943;0.811359163;;;;
XER;0.001342872;1.201926913;;;;
XER;0.001095748;1.072533273;;;;
UMW;0.001064645;0.606319536;;;;
NAP;0.00075315;1.103309848;;;;
WMT;0.001199288;0.635285246;;;;
TPL;0.000837877;1.023821273;;;;
NPL;0.000678642;0.511910636;;;;
XER;0.000748313;1.088081867;;;;
WMT;0.000912457;1.023821273;;;;
UMW;0.000717704;0.854814692;;;;
UMW;0.000751451;1.147195883;;;;
NAP;0.000770848;1.103309848;;;;
SAP;0.00101535;0.953431757;;;;
NAP;0.000716376;1.175068282;;;;
NPL;0.000710989;0.989464802;;;;
NPL;0.000746237;0.715932302;;;;
NPL;0.000717523;0.788633341;;;;
SAP;0.000694819;0.895854746;;;;
SPL;0.001057067;1.001672203;;;;
SPL;0.00085069;0.895854746;;;;
TPL;0.001128439;0.833406499;;;;
SAP;0.000813057;0.690016277;;;;
XER;0.000794923;1.17202279;;;;
TPL;0.001227229;0.663157646;;;;
UMW;0.000771347;1.103309848;;;;
NAP;0.000735567;0.895854746;;;;
NAP;0.000979876;0.606319536;;;;
TPL;0.000762862;0.811359163;;;;
TPL;0.001206334;0.971668015;;;;
SAP;0.000768334;1.112298165;;;;
WMT;0.000958002;1.023821273;;;;
NAP;0.001103726;1.107817681;;;;
SPL;0.001138368;0.953431757;;;;
SPL;0.001019768;0.663157646;;;;
SAP;0.000912542;1.088081867;;;;
NAP;0.000862384;1.152855151;;;;
NAP;0.000802666;1.265087684;;;;
NAP;0.00090156;0.875619756;;;;
SAP;0.000789822;1.072533273;;;;
TPL;0.000745495;0.975261846;;;;
TPL;0.001151443;1.088081867;;;;
UMW;0.001051631;1.334375737;;;;
CPL;0.001024934;1.265087683;;;;
XER;0.00076886;1.514114827;;;;
XER;0.001273993;1.251648371;;;;
XER;0.001037948;1.056650275;;;;
NAP;0.00066994;1.288913328;;;;
NAP;0.000939941;0.854814692;;;;
CPL;0.000715976;1.201926913;;;;
CPL;0.000793045;1.006842803;;;;
SAP;0.000772167;0.765185945;;;;
SAP;0.001089256;0.733547162;;;;
SAP;0.000737894;1.161263564;;;;
WMT;0.001098449;0.788633341;;;;
WMT;0.001267013;1.040418172;;;;
SAP;0.000741636;1.103309848;;;;
SAP;0.000937169;1.118230172;;;;
NAP;0.000683933;1.088081867;;;;
NAP;0.000806106;0.875619756;;;;
SAP;0.000994221;1.188619689;;;;
SAP;0.000728544;1.040418172;;;;
XER;0.000736616;0.811359163;;;;
SPL;0.00083195;1.132855025;;;;
SAP;0.001200033;1.252880283;;;;
SAP;0.001010635;1.323269799;;;;
NPL;0.000684383;0.915550072;;;;
NPL;0.000999155;0.715932301;;;;
WMT;0.000899615;0.875619756;;;;
WMT;0.000906151;0.953431757;;;;
UMW;0.000847329;0.971668015;;;;
XER;0.00087026;1.312940527;;;;
NPL;0.000819367;1.013681101;;;;
SPL;0.000732588;0.477554166;;;;
SPL;0.001051015;0.953431757;;;;
WMT;0.000828951;1.456052573;;;;
NPL;0.000994314;0.875619756;;;;
WMT;0.001037508;1.006842803;;;;
CPL;0.000716255;0.064260594;;;;
UMW;0.000668296;0.811359163;;;;
WMT;0.000637266;1.103309848;;;;
SAP;0.00078172;1.042057531;;;;
XER;0.000753395;1.311994299;;;;
XER;0.000756564;1.023821273;;;;
XER;0.001373874;0.765185945;;;;
WMT;0.000805722;0.733547162;;;;
TPL;0.001094496;0.544739639;;;;
WMT;0.001268178;0.690016276;;;;
WMT;0.000864897;1.023821273;;;;
WMT;0.001487009;0.663157646;;;;
TPL;0.000602578;0.403639436;;;;
TPL;0.000923083;0.715932302;;;;
NPL;0.000580329;0.403639435;;;;
CPL;0.000752356;1.287740126;;;;
SAP;0.001268174;1.227842938;;;;
NAP;0.001020594;1.300543977;;;;
XER;0.001180591;0.854814692;;;;
NAP;0.001300081;0.934733772;;;;
NAP;0.000726016;0.726049322;;;;
WMT;0.000652788;0.934733772;;;;
WMT;0.00079438;0.788633341;;;;
UMW;0.000765064;1.201926913;;;;
CPL;0.000990539;1.056650275;;;;
NPL;0.000694603;1.161263564;;;;
NPL;0.001190841;0.953431757;;;;
NPL;0.000828702;1.175068282;;;;
TPL;0.000961551;1.070960256;;;;
SPL;0.000863918;0.989464802;;;;
TPL;0.000682102;0.635285246;;;;
NAP;0.001057307;1.175068282;;;;
WMT;0.00091467;0.946009273;;;;
XER;0.000855676;0.811359163;;;;
SAP;0.000683811;1.006842803;;;;
SAP;0.001028481;1.132855025;;;;
NAP;0.00128559;1.437114845;;;;
NAP;0.001020418;0.788633341;;;;
UMW;0.000832736;1.252880283;;;;
NPL;0.001284247;1.214998598;;;;
TPL;0.000622616;0.544739638;;;;
XER;0.000988486;1.240467706;;;;
TPL;0.000864621;1.006842803;;;;
UMW;0.000678891;0.839894368;;;;
UMW;0.000749901;1.493518653;;;;
NAP;0.000836604;1.037128497;;;;
CPL;0.000861108;1.161263564;;;;
NPL;0.001244808;1.094210789;;;;
XER;0.001295211;0.740969646;;;;
XER;0.001184407;0.447650043;;;;
XER;0.001204293;1.188619689;;;;
XER;0.000828122;1.132855026;;;;
SAP;0.001241669;1.161263564;;;;
XER;0.001234757;1.311994299;;;;
CPL;0.000715781;0.934733772;;;;
CPL;0.00095485;0.895854746;;;;
SAP;0.001301446;1.249178366;;;;
XER;0.000706966;0.811359163;;;;
UMW;0.000667369;0.875619756;;;;
UMW;0.000874817;1.214998598;;;;
UMW;0.001046151;0.875619757;;;;
SAP;0.000915207;1.025497848;;;;
TPL;0.00066213;1.023821273;;;;
TPL;0.001277805;1.161263564;;;;
SAP;0.000689632;0.854814692;;;;
SAP;0.000947687;0.854814692;;;;
WMT;0.001204606;1.040418172;;;;
NPL;0.001102914;1.023821273;;;;
UMW;0.000881926;0.895854746;;;;
NPL;0.000684586;0.788633341;;;;
SAP;0.000670269;0.989464802;;;;
NAP;0.001147917;1.161263564;;;;
CPL;0.000726797;0.788633341;;;;
NAP;0.001187817;1.132855026;;;;
XER;0.001007305;0.740969646;;;;
XER;0.001135478;0.934733772;;;;
WMT;0.000843828;1.040418172;;;;
SPL;0.00123078;1.387530393;;;;
TPL;0.000572661;0.765185945;;;;
SPL;0.000902397;1.175068282;;;;
NAP;0.000898911;0.811359163;;;;
XER;0.000778648;0.934733772;;;;
XER;0.00089148;1.188619689;;;;
SPL;0.000704363;0.44152112;;;;
CPL;0.000940505;1.132855026;;;;
SPL;0.000776086;0.606319536;;;;
SAP;0.000712431;1.006842803;;;;
TPL;0.000948357;0.663157646;;;;
NPL;0.001239428;0.971668015;;;;
WMT;0.000931731;1.023821273;;;;
SPL;0.000730795;1.427460708;;;;
UMW;0.000847782;0.740969646;;;;
UMW;0.001426924;0.915550072;;;;
UMW;0.001065625;1.300543977;;;;
UMW;0.00122633;1.311994299;;;;
TPL;0.000937097;0.737130264;;;;
SPL;0.000754114;0.403639436;;;;
SPL;0.000911088;0.915550072;;;;
NPL;0.000763098;0.44152112;;;;
NAP;0.000799374;0.663157646;;;;
NPL;0.000554091;0.934733772;;;;
TPL;0.000715878;0.788633341;;;;
SAP;0.000762012;1.214998598;;;;
SAP;0.001059912;1.147195883;;;;
SAP;0.000718207;1.161263564;;;;
NAP;0.001412086;0.668608084;;;;
SAP;0.000698287;1.288913328;;;;
CPL;0.000835019;1.397717188;;;;
CPL;0.000936975;1.103309848;;;;
SAP;0.001137486;1.446644408;;;;
SAP;0.000988397;1.214998598;;;;
SAP;0.000914105;0.977052225;;;;
CPL;0.001173234;0.875619756;;;;
NAP;0.000730517;1.056650275;;;;
NPL;0.001115158;0.934733772;;;;
NPL;0.001437341;0.875619756;;;;
NPL;0.00100789;0.854814692;;;;
WMT;0.001387254;1.103309848;;;;
WMT;0.000898121;0.663157646;;;;
SAP;0.00072929;1.259009205;;;;
NAP;0.000713171;1.040418172;;;;
NPL;0.000882988;0.953431757;;;;
SAP;0.000731968;0.971668015;;;;
NAP;0.000716722;0.811359163;;;;
SAP;0.000723892;1.334375737;;;;
UMW;0.000756283;1.323269799;;;;
UMW;0.000928804;1.334375737;;;;
WMT;0.000831258;0.646560747;;;;
NPL;0.001318001;0.989464802;;;;
NPL;0.000834538;1.056650275;;;;
NAP;0.000708462;0.403639436;;;;
WMT;0.001180223;0.811359163;;;;
WMT;0.001253254;1.175068282;;;;
SAP;0.000824118;0.765185945;;;;
UMW;0.000706455;0.17810564;;;;
TPL;0.001001322;1.023821273;;;;
XER;0.001430059;0.989464802;;;;
SPL;0.000744387;0.833406499;;;;
WMT;0.000888482;1.094210789;;;;
WMT;0.0009077;1.265087684;;;;
WMT;0.000769066;1.277096581;;;;
CPL;0.000710968;0.971668015;;;;
SAP;0.000702724;1.201926913;;;;
SAP;0.000754927;0.915550072;;;;
SAP;0.000766522;0.765185945;;;;
SAP;0.000749863;1.175068282;;;;
XER;0.001041128;1.118230172;;;;
SAP;0.001079293;1.088081867;;;;
NAP;0.000762554;1.072533273;;;;
XER;0.000777213;0.875619756;;;;
XER;0.000764939;1.015380828;;;;
NAP;0.001235743;0.934733772;;;;
NAP;0.000811514;0.895854746;;;;
SPL;0.001167769;1.201926913;;;;
SPL;0.000819137;1.072533273;;;;
NPL;0.000548688;0.715932301;;;;
NAP;0.000772586;0.765185945;;;;
NPL;0.000632291;0.971668015;;;;
NPL;0.001159377;1.161263564;;;;
NAP;0.000739144;1.262662292;;;;
NAP;0.000764663;0.875619756;;;;
NPL;0.00135937;1.040418172;;;;
TPL;0.000546413;0.606319536;;;;
TPL;0.000770978;0.17810564;;;;
SAP;0.001267287;1.072533273;;;;
UMW;0.000877767;0.544739639;;;;
WMT;0.000898885;1.040418172;;;;
XER;0.00077499;1.239214897;;;;
WMT;0.001145014;0.854814692;;;;
WMT;0.000834632;1.118230172;;;;
SAP;0.000855688;1.240467706;;;;
SAP;0.00109937;1.427460708;;;;
SAP;0.001123184;0.895854747;;;;
WMT;0.001010183;1.232724191;;;;
WMT;0.000795969;1.214998598;;;;
SPL;0.001136433;1.311994299;;;;
NPL;0.000744006;1.072533273;;;;
NPL;0.001035282;1.132855026;;;;
NAP;0.001140408;1.201926913;;;;
NAP;0.001280832;0.740969646;;;;
WMT;0.001262574;0.944141937;;;;
NPL;0.001166093;0.915550072;;;;
WMT;0.000802848;1.006842803;;;;
WMT;0.000816475;1.225291879;;;;
WMT;0.000799107;1.023821273;;;;
NAP;0.000808039;1.053969579;;;;
NAP;0.000844137;1.023821273;;;;
NAP;0.000765618;0.806869599;;;;
NPL;0.000726905;1.277096581;;;;
XER;0.000626933;1.188619689;;;;
XER;0.001067672;1.147195883;;;;
NAP;0.001288827;1.240467706;;;;
