Ecoregions;Insect_Richness;SumNat_PFC;Habitat_Heterogeneity;Pred_Richness_Insect;lower_Richness_Insect;upperr_Richness_Insect
XER;26;1.437114845;;;;
CPL;12;1.188619689;;;;
CPL;26;1.132855026;;;;
WMT;32;0.953431757;;;;
CPL;15;1.254110143;;;;
CPL;23;1.118230172;;;;
NAP;35;0.811359163;;;;
NAP;45;0.971668015;;;;
NAP;6;1.147195883;;;;
WMT;38;0.971668015;;;;
CPL;13;0.690016276;;;;
SPL;27;1.118230173;;;;
SPL;26;0.934733772;;;;
SPL;32;0.895854747;;;;
NPL;16;1.118230172;;;;
XER;15;1.188619689;;;;
WMT;26;1.098774332;;;;
WMT;44;0.715932302;;;;
WMT;30;1.118230172;;;;
WMT;38;0.934733772;;;;
UMW;30;0.22905901;;;;
UMW;27;1.334375737;;;;
SAP;43;0.833406499;;;;
NAP;10;1.145774263;;;;
CPL;31;1.300543977;;;;
TPL;3;1.056650275;;;;
NPL;22;0.811359163;;;;
NPL;13;0.934733772;;;;
TPL;37;1.188619689;;;;
TPL;29;0.715932302;;;;
NAP;39;0.690016277;;;;
WMT;8;0.895854746;;;;
XER;10;1.040418172;;;;
SPL;25;1.088081867;;;;
CPL;26;0.953431757;;;;
CPL;15;0.915550072;;;;
SPL;18;1.173699365;;;;
SPL;23;0.663157646;;;;
SPL;20;0.854814692;;;;
SPL;29;1.437114845;;;;
NAP;24;0.915550072;;;;
SAP;51;1.311994299;;;;
TPL;18;1.147195883;;;;
SPL;31;1.006842803;;;;
WMT;23;1.040418172;;;;
WMT;25;0.895854746;;;;
TPL;23;0.511910637;;;;
WMT;39;1.006842803;;;;
WMT;30;0.915550072;;;;
SPL;16;0.635285246;;;;
CPL;35;1.214998598;;;;
CPL;32;1.227842938;;;;
NAP;25;0.971668015;;;;
SAP;42;1.088081867;;;;
NPL;4;1.088081867;;;;
NPL;21;0.690016276;;;;
NAP;35;0.989464802;;;;
NAP;26;1.227842938;;;;
XER;16;1.056650275;;;;
SAP;11;0.989464802;;;;
WMT;40;0.915550072;;;;
WMT;27;0.715932302;;;;
WMT;38;0.765185945;;;;
WMT;21;0.934733772;;;;
SPL;21;0.765185945;;;;
SPL;35;0.971668015;;;;
UMW;27;0.804614541;;;;
UMW;27;1.132855026;;;;
NPL;47;0.765185945;;;;
WMT;36;0.740969646;;;;
TPL;18;0.769935356;;;;
TPL;18;1.147195883;;;;
SAP;23;0.690016276;;;;
SAP;7;0.971668015;;;;
TPL;30;0.511910636;;;;
SAP;16;1.103309848;;;;
SPL;19;0.915550072;;;;
UMW;31;0.895854746;;;;
UMW;21;1.056650275;;;;
UMW;20;0.895854746;;;;
WMT;9;1.224652735;;;;
CPL;20;1.088081867;;;;
UMW;40;1.073580092;;;;
NAP;13;1.131405504;;;;
NAP;19;0.854814692;;;;
TPL;31;0.989464802;;;;
WMT;24;0.788633341;;;;
XER;31;0.915550072;;;;
XER;16;1.132855026;;;;
CPL;9;1.356098801;;;;
CPL;13;0.715932302;;;;
CPL;39;0.915550072;;;;
UMW;28;0.964427458;;;;
NAP;51;0.544739638;;;;
NPL;35;0.875619756;;;;
CPL;23;1.214998598;;;;
NAP;37;0.511910637;;;;
WMT;17;0.17810564;;;;
UMW;28;0.576171231;;;;
UMW;31;1.023821273;;;;
CPL;27;1.288913328;;;;
WMT;48;0.715932302;;;;
NPL;20;1.072533273;;;;
WMT;36;0.811359163;;;;
WMT;32;1.056650275;;;;
TPL;31;0.695272746;;;;
XER;28;0.971668015;;;;
CPL;19;1.456052573;;;;
CPL;26;1.356098801;;;;
WMT;34;0.715932302;;;;
XER;28;1.103309848;;;;
WMT;24;0.724372747;;;;
CPL;27;0.953431757;;;;
TPL;26;1.201926913;;;;
CPL;19;0.833406499;;;;
SAP;16;1.214998598;;;;
XER;17;0.811359163;;;;
SPL;28;1.040418172;;;;
NPL;17;0.953431757;;;;
XER;31;0.606319536;;;;
NAP;28;1.300543977;;;;
SPL;12;0.811359163;;;;
XER;32;0.606319536;;;;
NAP;14;1.103309848;;;;
NAP;16;1.397717188;;;;
NAP;32;0.953431757;;;;
XER;22;0.875619756;;;;
XER;21;1.252880283;;;;
UMW;41;1.118230173;;;;
UMW;35;1.040418172;;;;
NAP;27;1.234182298;;;;
NAP;29;0.606319536;;;;
WMT;22;0.788633341;;;;
NPL;10;0.915550072;;;;
TPL;29;0.676709052;;;;
WMT;45;0.663157646;;;;
SPL;22;1.103309848;;;;
WMT;31;0.477554166;;;;
WMT;27;0.765185945;;;;
UMW;29;0.811359163;;;;
SAP;49;1.088081867;;;;
UMW;3;0.881748679;;;;
NPL;41;0.606319536;;;;
TPL;3;0.17810564;;;;
CPL;33;0.982397467;;;;
SAP;23;0.833406499;;;;
SAP;41;1.072533273;;;;
WMT;37;1.103309848;;;;
UMW;17;0.788633341;;;;
UMW;47;0.841507468;;;;
UMW;25;1.072533273;;;;
UMW;23;1.059854319;;;;
UMW;22;1.214998598;;;;
CPL;19;1.201926913;;;;
SAP;24;1.382383815;;;;
SAP;44;1.132855026;;;;
SAP;5;1.201926913;;;;
SPL;37;1.103309848;;;;
SPL;12;1.201926913;;;;
SAP;44;0.895854746;;;;
SAP;28;0.895854746;;;;
CPL;16;1.013681101;;;;
SAP;7;1.072533273;;;;
WMT;19;0.8334065;;;;
NAP;19;1.088081867;;;;
NAP;16;1.056650275;;;;
NAP;35;1.046953887;;;;
SAP;42;1.006842803;;;;
SAP;46;1.161263564;;;;
NPL;4;1.056650275;;;;
SAP;5;1.311994299;;;;
XER;32;1.311994299;;;;
NAP;7;0.740969647;;;;
NAP;8;1.227842938;;;;
XER;37;0.811359163;;;;
XER;25;0.606319536;;;;
CPL;16;0.895854746;;;;
SPL;42;0.321495863;;;;
NPL;14;0.606319536;;;;
SPL;28;0.925204209;;;;
CPL;12;1.292421795;;;;
CPL;12;0.833406499;;;;
NAP;34;1.132855025;;;;
NAP;15;0.477554166;;;;
XER;28;0.8334065;;;;
NAP;36;1.201926913;;;;
NPL;20;0.971668015;;;;
NPL;48;0.635285246;;;;
CPL;11;0.690016276;;;;
WMT;40;0.899836055;;;;
WMT;33;0.989464802;;;;
WMT;36;0.953431757;;;;
WMT;21;0.811359163;;;;
WMT;41;1.277096581;;;;
WMT;48;0.477554166;;;;
WMT;41;0.854814692;;;;
TPL;23;1.040418172;;;;
WMT;29;0.934733772;;;;
NAP;36;0.885806552;;;;
TPL;4;0.635285246;;;;
TPL;11;0.606319536;;;;
XER;27;1.023821273;;;;
UMW;20;1.175068282;;;;
CPL;14;1.072533273;;;;
CPL;16;0.44152112;;;;
WMT;32;1.132855025;;;;
SAP;47;1.265087683;;;;
CPL;30;1.288913328;;;;
XER;2;0.544739639;;;;
XER;2;1.175068282;;;;
SAP;36;1.277096581;;;;
SAP;27;1.088081867;;;;
SAP;25;1.056650275;;;;
CPL;28;1.175068282;;;;
NPL;31;0.511910636;;;;
NAP;45;0.971668015;;;;
SPL;36;1.147195883;;;;
XER;28;0.895854746;;;;
UMW;37;1.252880283;;;;
SPL;31;1.119705759;;;;
SPL;14;0.690016276;;;;
WMT;14;1.118230173;;;;
NPL;34;0.837738072;;;;
XER;17;1.072533273;;;;
SPL;21;0.949158663;;;;
NPL;38;0.690016276;;;;
TPL;26;1.240467706;;;;
WMT;14;0.854814692;;;;
WMT;17;0.88984225;;;;
UMW;38;1.175068283;;;;
UMW;28;0.875619756;;;;
XER;20;0.44152112;;;;
NPL;8;0.477554166;;;;
SPL;31;1.175068282;;;;
XER;2;0.740969646;;;;
NPL;37;0.833406499;;;;
NPL;16;0.663157646;;;;
TPL;39;1.070960257;;;;
SPL;12;0.788633341;;;;
XER;20;0.765185945;;;;
CPL;18;0.909696428;;;;
CPL;16;0.875619756;;;;
WMT;28;0.705674762;;;;
WMT;22;1.147195883;;;;
NPL;20;0.915550072;;;;
UMW;18;1.227842938;;;;
SPL;20;0.715932301;;;;
SPL;19;0.690016276;;;;
NPL;10;0.17810564;;;;
NPL;32;0.44152112;;;;
NPL;9;0.606319536;;;;
NAP;44;0.57617123;;;;
NAP;60;0.511910636;;;;
SAP;21;0.544739638;;;;
SAP;16;1.277096581;;;;
XER;40;0.989464802;;;;
NPL;33;0.740969646;;;;
TPL;24;0.544739638;;;;
TPL;16;0.576171231;;;;
CPL;11;1.214998598;;;;
WMT;38;1.277096581;;;;
CPL;43;0.953431757;;;;
CPL;44;1.072533273;;;;
NPL;15;0.544739638;;;;
UMW;25;0.875619756;;;;
UMW;38;1.188619689;;;;
CPL;17;0.690016276;;;;
WMT;5;1.214998598;;;;
NAP;38;1.103309848;;;;
NAP;38;1.205872769;;;;
SPL;36;0.44152112;;;;
NAP;13;1.040418172;;;;
CPL;17;0.811359162;;;;
CPL;13;0.511910636;;;;
XER;11;0.911001253;;;;
CPL;23;1.023821273;;;;
CPL;14;1.040418172;;;;
TPL;12;0.705674762;;;;
TPL;15;0.953431757;;;;
XER;24;0.971668015;;;;
XER;18;1.132855026;;;;
CPL;38;1.072533273;;;;
CPL;22;1.118230172;;;;
XER;18;0.788633341;;;;
XER;28;1.214998598;;;;
TPL;18;0.57617123;;;;
UMW;23;0.915550072;;;;
SAP;18;1.110807689;;;;
NAP;33;0.833406499;;;;
TPL;38;0.811359163;;;;
TPL;42;1.056650275;;;;
NAP;24;0.403639436;;;;
NAP;21;0.934733772;;;;
NAP;57;0.17810564;;;;
NAP;46;0.788633341;;;;
SPL;9;0.953431757;;;;
SPL;11;0.715932302;;;;
NPL;34;0.854814692;;;;
NPL;33;0.544739638;;;;
SAP;22;1.37720112;;;;
NAP;23;1.023821273;;;;
NAP;45;0.895854746;;;;
CPL;21;0.915550072;;;;
TPL;31;0.690016276;;;;
XER;19;1.023821273;;;;
CPL;6;1.118230173;;;;
CPL;9;1.188619689;;;;
CPL;18;1.132855026;;;;
NAP;31;0.606319536;;;;
UMW;34;1.201926913;;;;
UMW;28;0.915550072;;;;
SPL;23;1.214998598;;;;
NAP;12;0.57617123;;;;
WMT;44;0.971668015;;;;
SAP;19;0.971668015;;;;
SAP;34;0.788633341;;;;
CPL;19;1.265087683;;;;
CPL;14;1.277096581;;;;
CPL;20;1.188619689;;;;
NAP;16;0.953431757;;;;
NAP;36;0.854814692;;;;
NAP;35;0.934733772;;;;
SAP;48;1.011977453;;;;
SAP;53;1.252880283;;;;
WMT;37;0.919426884;;;;
TPL;26;0.95527578;;;;
NAP;20;0.833406499;;;;
WMT;37;0.895854746;;;;
TPL;10;1.040418172;;;;
NPL;30;0.12337461;;;;
SAP;10;1.227842938;;;;
XER;34;0.875619756;;;;
CPL;23;0.971668015;;;;
SAP;23;1.227842938;;;;
WMT;26;0.925204209;;;;
WMT;28;0.854814692;;;;
CPL;7;0.953431757;;;;
CPL;25;0.895854746;;;;
WMT;37;0.989464802;;;;
WMT;30;0.854814692;;;;
CPL;28;0.788633341;;;;
CPL;13;1.040418172;;;;
NPL;19;0.765185945;;;;
NPL;20;0.606319536;;;;
SPL;26;0.833406499;;;;
UMW;32;1.040418172;;;;
UMW;27;1.240467706;;;;
TPL;25;0.971668015;;;;
XER;21;1.214998598;;;;
NPL;10;0.57617123;;;;
NPL;15;0.511910636;;;;
SAP;11;0.854814692;;;;
XER;29;1.23165308;;;;
XER;29;0.953431757;;;;
NPL;29;0.635285246;;;;
NPL;26;0.740969646;;;;
NPL;24;0.44152112;;;;
NAP;9;0.940393041;;;;
NAP;48;0.690016276;;;;
SPL;16;0.477554166;;;;
NAP;30;0.788633341;;;;
NAP;44;0.833406499;;;;
NPL;31;0.740969647;;;;
XER;16;0.875619756;;;;
CPL;16;0.875619756;;;;
SPL;16;0.989464802;;;;
SPL;21;0.989464802;;;;
UMW;18;1.214998598;;;;
NAP;7;0.740969646;;;;
WMT;30;0.889171163;;;;
XER;32;1.023821273;;;;
XER;21;0.765185945;;;;
TPL;33;0.811359163;;;;
UMW;34;0.953431757;;;;
UMW;31;0.715932302;;;;
WMT;38;0.715932301;;;;
XER;24;1.103309848;;;;
XER;21;1.056650275;;;;
SPL;5;0;;;;
NPL;5;0.403639435;;;;
NPL;2;0.064260594;;;;
XER;42;1.247940258;;;;
XER;27;0.606319536;;;;
SAP;33;1.040418172;;;;
TPL;11;0.966244263;;;;
XER;26;0.783486763;;;;
NPL;27;1.132855026;;;;
XER;15;0.811359163;;;;
SAP;8;1.252880282;;;;
NAP;19;1.023821273;;;;
NAP;17;0.740969646;;;;
NAP;31;1.323269799;;;;
XER;30;1.407765383;;;;
SAP;13;1.277096581;;;;
NPL;42;0.989464802;;;;
NPL;27;0.635285246;;;;
UMW;26;0.403639436;;;;
NPL;25;0.44152112;;;;
XER;31;0.36370912;;;;
NPL;25;0.765185945;;;;
NAP;20;1.006842802;;;;
SAP;22;1.088081867;;;;
SAP;15;1.345317136;;;;
NAP;28;1.311994299;;;;
NAP;28;1.288913328;;;;
SAP;47;0.740969646;;;;
SAP;49;1.161263564;;;;
SAP;32;0.971668015;;;;
SAP;29;1.006842803;;;;
SAP;14;1.040418172;;;;
XER;19;1.227842938;;;;
SAP;40;1.356098801;;;;
NPL;12;0.403639436;;;;
NAP;30;1.201926913;;;;
SAP;35;0.989464802;;;;
TPL;10;0.765185945;;;;
SAP;32;0.690016276;;;;
SAP;27;0.971668015;;;;
SAP;31;1.147195883;;;;
TPL;16;1.056650275;;;;
SPL;4;1.072533273;;;;
TPL;9;0.690016276;;;;
SAP;38;0.715932302;;;;
XER;20;0.36370912;;;;
XER;31;0.833406499;;;;
NAP;42;0.811359163;;;;
CPL;13;0.765185945;;;;
CPL;8;0.544739638;;;;
SAP;31;1.132855026;;;;
SPL;17;1.072533273;;;;
SPL;3;0.663157646;;;;
TPL;1;0.635285246;;;;
NAP;31;0.615129155;;;;
XER;13;0.715932301;;;;
CPL;10;0.944141937;;;;
TPL;28;0.663157646;;;;
TPL;11;0.875619756;;;;
SAP;23;0.934733772;;;;
SAP;17;1.131405504;;;;
UMW;31;0.833406499;;;;
XER;28;0.57617123;;;;
CPL;19;1.214998598;;;;
CPL;22;1.300543977;;;;
NPL;29;0.22905901;;;;
XER;28;1.103309848;;;;
WMT;38;0.971668015;;;;
WMT;23;1.175068282;;;;
NAP;17;0.915550072;;;;
TPL;14;0.690016276;;;;
XER;34;0.811359163;;;;
NAP;58;0.971668015;;;;
CPL;11;0.833406499;;;;
XER;15;0.321495863;;;;
WMT;37;0.811359163;;;;
SPL;15;0.635285246;;;;
SPL;24;0.477554166;;;;
SPL;37;0.765185945;;;;
SPL;24;0.511910637;;;;
XER;14;0.663157646;;;;
XER;7;1.118230173;;;;
CPL;7;1.023821273;;;;
CPL;29;1.161263564;;;;
WMT;22;0.477554166;;;;
NPL;31;0.715932301;;;;
SPL;11;0.606319536;;;;
CPL;13;0.875619756;;;;
CPL;16;0.77465442;;;;
CPL;17;1.072533273;;;;
NAP;37;0.915550072;;;;
NAP;28;0.477554166;;;;
NPL;17;0.715932301;;;;
NAP;6;1.214998598;;;;
NAP;23;0.511910637;;;;
TPL;8;1.072533273;;;;
NAP;18;1.023821273;;;;
NAP;33;1.417678699;;;;
SPL;46;0.934733772;;;;
XER;15;0.934733772;;;;
UMW;12;0.715932301;;;;
XER;14;0.44152112;;;;
UMW;25;0.788633341;;;;
UMW;11;0.477554166;;;;
SPL;36;1.201926913;;;;
NPL;10;0;;;;
NAP;1;0.875619756;;;;
SAP;23;0.788633341;;;;
SAP;5;1.088081867;;;;
XER;23;1.147195883;;;;
XER;14;0.511910637;;;;
XER;13;0.953431757;;;;
NAP;46;0.635285247;;;;
NAP;3;0.477554166;;;;
NAP;10;0.811359163;;;;
NAP;12;0.833406499;;;;
CPL;1;0.953431757;;;;
CPL;32;1.147195883;;;;
NAP;41;0.934733772;;;;
CPL;8;0.915550072;;;;
CPL;8;0.17810564;;;;
CPL;4;0.511910636;;;;
SAP;4;0.953431757;;;;
SAP;2;1.3354772;;;;
TPL;26;1.175068282;;;;
TPL;31;0.640944515;;;;
TPL;33;0.765185945;;;;
CPL;18;1.161263564;;;;
NPL;12;0.511910637;;;;
NAP;18;0.989464803;;;;
NAP;27;0.36370912;;;;
NPL;10;0.57617123;;;;
CPL;3;1.175068282;;;;
XER;14;0.606319536;;;;
SPL;31;1.147195883;;;;
SAP;28;1.023821273;;;;
NPL;19;0.765185945;;;;
WMT;28;0.989464802;;;;
WMT;16;1.201926913;;;;
TPL;24;0.44152112;;;;
XER;30;1.132855026;;;;
XER;28;0.915550072;;;;
WMT;26;0.72353303;;;;
XER;15;1.088081867;;;;
WMT;27;0.547943682;;;;
SAP;16;0.833406499;;;;
TPL;21;0.971668015;;;;
UMW;11;0.606319536;;;;
UMW;7;0.740969646;;;;
CPL;20;1.183228928;;;;
CPL;25;0.788633341;;;;
NPL;26;0.872192693;;;;
SAP;23;1.417678699;;;;
WMT;35;1.006842803;;;;
WMT;44;0.875619756;;;;
TPL;12;0.44152112;;;;
UMW;38;0.811359163;;;;
NAP;46;0.663157646;;;;
NPL;3;0;;;;
NPL;41;1.088081867;;;;
TPL;27;0.989464802;;;;
XER;19;1.323269799;;;;
NAP;39;1.118230173;;;;
NAP;46;0.877668387;;;;
WMT;24;0.875619756;;;;
WMT;24;0.875619756;;;;
WMT;23;1.265087683;;;;
WMT;34;0.663157646;;;;
WMT;18;0.953431757;;;;
XER;34;0.606319536;;;;
NPL;25;1.006842803;;;;
NPL;31;0.833406499;;;;
SAP;9;0.915550072;;;;
NAP;20;0.663157646;;;;
TPL;30;0.606319536;;;;
XER;36;1.132855026;;;;
XER;14;0.606319536;;;;
XER;24;1.188619689;;;;
CPL;16;0.690016276;;;;
NAP;24;1.132855026;;;;
NAP;19;0.663157646;;;;
NPL;13;0.606319536;;;;
NPL;22;0.811359163;;;;
NAP;8;1.118230173;;;;
NAP;3;0.989464802;;;;
SAP;37;1.173699365;;;;
SAP;41;1.040418172;;;;
XER;12;0.895854746;;;;
UMW;28;1.366725329;;;;
NAP;18;0.765185945;;;;
SPL;12;0.915550072;;;;
NAP;6;1.37720112;;;;
NAP;16;0.57617123;;;;
CPL;18;1.040418173;;;;
CPL;14;1.188619689;;;;
CPL;2;0.17810564;;;;
CPL;2;0.765185945;;;;
NAP;12;1.121178404;;;;
NAP;22;0.788633341;;;;
TPL;3;0.788633341;;;;
CPL;1;0.829049372;;;;
CPL;1;0.635285246;;;;
CPL;1;0.715932302;;;;
CPL;3;0.544739638;;;;
CPL;1;0.875619756;;;;
WMT;8;0.511910636;;;;
WMT;15;0.606319536;;;;
WMT;12;0.635285246;;;;
NPL;16;0.36370912;;;;
TPL;11;0.788633341;;;;
SPL;5;0.663157646;;;;
SPL;26;0.875619756;;;;
SAP;36;1.201926913;;;;
SAP;25;1.407765383;;;;
SAP;29;0.934523334;;;;
NPL;33;1.088081867;;;;
NPL;27;1.040418172;;;;
NPL;33;1.072533273;;;;
XER;19;0.953431757;;;;
WMT;9;0.544739638;;;;
NPL;19;0.511910636;;;;
WMT;19;0.511910636;;;;
WMT;46;0.544739638;;;;
SAP;9;1.161263564;;;;
SAP;9;0.989464802;;;;
CPL;15;1.252880283;;;;
SPL;43;0.715932302;;;;
SPL;13;1.147195883;;;;
CPL;19;1.240467706;;;;
NPL;24;1.201926913;;;;
NPL;21;1.006842803;;;;
XER;18;0.740969646;;;;
SPL;10;1.147195883;;;;
XER;23;0.811359163;;;;
SAP;15;0.811359163;;;;
SPL;19;1.103309848;;;;
SPL;3;0.765185945;;;;
SPL;19;0.715932302;;;;
SPL;24;0.064260594;;;;
SPL;16;1.161263564;;;;
SPL;12;0.833406499;;;;
SPL;24;0.635285246;;;;
XER;28;1.137666319;;;;
WMT;16;0.715932302;;;;
SPL;31;1.023821273;;;;
WMT;13;0.833406499;;;;
WMT;25;0.544739638;;;;
WMT;15;0.690016276;;;;
NAP;3;0.934733772;;;;
WMT;23;0.551840952;;;;
NPL;28;1.118230172;;;;
SPL;14;0.544739638;;;;
SPL;22;0.44152112;;;;
TPL;10;1.006842803;;;;
SPL;15;0.635285247;;;;
SPL;11;0.403639435;;;;
UMW;38;1.042057531;;;;
XER;2;0.544739638;;;;
XER;5;0.811359163;;;;
UMW;41;0.544739638;;;;
UMW;32;0.811359163;;;;
TPL;25;0.635285246;;;;
TPL;13;0.276722704;;;;
XER;22;0.895854746;;;;
CPL;20;1.147195883;;;;
NPL;32;0.989464802;;;;
TPL;8;1.147195883;;;;
TPL;7;0.700492068;;;;
XER;25;0.915550072;;;;
XER;15;0.646560747;;;;
CPL;19;0.971668015;;;;
UMW;29;0.715932301;;;;
SPL;19;0.36370912;;;;
SPL;27;0.765185945;;;;
XER;28;0.826861131;;;;
XER;27;1.311994299;;;;
XER;15;0.833406499;;;;
SPL;14;1.088081867;;;;
CPL;3;1.118230172;;;;
SPL;19;0.765185945;;;;
SPL;14;0.403639435;;;;
CPL;10;1.088081867;;;;
XER;18;1.027170626;;;;
XER;15;1.023821273;;;;
UMW;14;0.477554166;;;;
UMW;4;0.831231149;;;;
TPL;22;0.511910637;;;;
UMW;18;0.846325737;;;;
CPL;18;1.023821273;;;;
CPL;9;0.888051328;;;;
SPL;2;0.788633341;;;;
SPL;12;1.147195883;;;;
UMW;10;0.679389749;;;;
TPL;6;0.12337461;;;;
XER;27;1.006842802;;;;
XER;32;0.971668015;;;;
XER;26;1.132855025;;;;
UMW;34;0.765185945;;;;
XER;15;1.072533273;;;;
CPL;28;1.023821273;;;;
SPL;18;0;;;;
SPL;7;0.544739639;;;;
XER;11;1.188619689;;;;
XER;21;1.201926913;;;;
XER;23;0.811359163;;;;
XER;18;0.895854746;;;;
NPL;34;0.971668015;;;;
NPL;27;0.934733772;;;;
CPL;9;0.663157646;;;;
XER;21;1.118230173;;;;
XER;19;1.040418172;;;;
SPL;40;1.118230173;;;;
SPL;6;0.690016276;;;;
SPL;15;0.715932301;;;;
SPL;6;0.511910636;;;;
CPL;12;0.934733772;;;;
CPL;19;1.147195883;;;;
SPL;26;0.477554166;;;;
UMW;2;0.22905901;;;;
UMW;13;0.663157646;;;;
SAP;29;0.811359163;;;;
SAP;26;1.072533273;;;;
UMW;21;0.833406499;;;;
UMW;32;1.175068283;;;;
WMT;35;0.854814692;;;;
SPL;30;1.006842803;;;;
XER;7;0.477554166;;;;
XER;3;0.715932301;;;;
XER;18;1.056650275;;;;
SPL;21;0.36370912;;;;
SPL;24;1.103309848;;;;
NPL;24;1.147195882;;;;
NPL;16;1.240467706;;;;
NPL;28;1.334375737;;;;
SPL;13;0.663157646;;;;
SAP;9;1.261446603;;;;
SAP;21;1.006842802;;;;
SAP;17;1.300543977;;;;
SPL;26;0.971668015;;;;
SPL;31;0.854814692;;;;
XER;25;0.788633341;;;;
XER;36;0.690016276;;;;
SPL;5;0.788633341;;;;
SPL;6;0.895854746;;;;
SPL;8;0.511910636;;;;
SPL;26;0.715932302;;;;
CPL;9;0.971668015;;;;
CPL;13;0.953431757;;;;
WMT;23;0.915550072;;;;
SPL;28;0.854814692;;;;
SPL;27;0.740969646;;;;
XER;1;0.788633341;;;;
SPL;37;0.875619756;;;;
SPL;12;0.765185945;;;;
XER;10;0.971668015;;;;
XER;33;0.811359163;;;;
SPL;30;0.854814692;;;;
SPL;25;0.788633341;;;;
CPL;12;1.311994299;;;;
CPL;12;1.188619689;;;;
XER;10;0.833406499;;;;
CPL;2;0.765185945;;;;
SPL;21;0.36370912;;;;
SPL;9;0.71003189;;;;
SAP;14;0.946009273;;;;
SPL;25;1.103309848;;;;
SPL;22;0.875619756;;;;
SPL;25;0.44152112;;;;
XER;20;0.321495863;;;;
SPL;19;0.788633341;;;;
SAP;14;0.953431757;;;;
XER;2;1.147195883;;;;
XER;8;1.256563736;;;;
XER;7;1.006842803;;;;
SPL;52;1.045840028;;;;
SPL;23;0.851289478;;;;
SPL;15;0.606319536;;;;
XER;6;1.147195882;;;;
SPL;26;0.788633341;;;;
TPL;10;0.765185945;;;;
CPL;1;1.147195883;;;;
CPL;8;1.161263564;;;;
CPL;11;0.477554166;;;;
TPL;6;0.915550072;;;;
TPL;6;0.606319536;;;;
SPL;20;0.22905901;;;;
XER;17;0.811359163;;;;
SPL;13;0.740969646;;;;
SPL;19;1.201926913;;;;
SPL;13;0.44152112;;;;
SPL;21;0.36370912;;;;
XER;22;0.788633341;;;;
CPL;20;0.44152112;;;;
XER;13;0.971668015;;;;
SPL;39;1.103309848;;;;
SPL;26;1.188619689;;;;
UMW;14;1.128497898;;;;
UMW;20;0.999940594;;;;
NPL;39;0.403639436;;;;
XER;30;0.875619756;;;;
SPL;25;1.245457799;;;;
XER;14;0.477554166;;;;
NPL;21;1.056650275;;;;
NPL;16;0.276722704;;;;
CPL;15;0.740969646;;;;
CPL;19;0.690016276;;;;
XER;12;0.934733772;;;;
XER;13;1.006842803;;;;
CPL;12;0.733547162;;;;
CPL;20;0.44152112;;;;
CPL;19;0.740969646;;;;
CPL;5;0.44152112;;;;
UMW;8;0.854814692;;;;
UMW;8;0.875619757;;;;
TPL;18;0.594407488;;;;
CPL;14;0.276722704;;;;
XER;17;1.023821273;;;;
UMW;20;1.345317136;;;;
SAP;16;0.726049322;;;;
CPL;6;0.690016276;;;;
TPL;2;0.511910636;;;;
XER;11;0.755594499;;;;
SPL;14;0.57617123;;;;
SPL;19;0.57617123;;;;
SPL;28;0.57617123;;;;
SPL;24;0.690016276;;;;
SPL;20;1.088081867;;;;
CPL;13;0.606319536;;;;
SPL;40;0.811359163;;;;
SPL;3;0.895854746;;;;
SPL;31;0.715932301;;;;
SPL;20;0.321495863;;;;
SPL;22;0.989464802;;;;
UMW;10;0.953431757;;;;
UMW;18;1.300543977;;;;
UMW;17;0.811359163;;;;
UMW;26;1.252880283;;;;
WMT;1;0.715932302;;;;
WMT;5;0.477554166;;;;
WMT;12;0.511910636;;;;
UMW;22;1.023821273;;;;
UMW;11;0.715932302;;;;
UMW;19;0.8334065;;;;
CPL;20;1.147195883;;;;
CPL;20;1.272316429;;;;
CPL;17;1.072533273;;;;
UMW;12;0.934733772;;;;
UMW;9;1.072533273;;;;
NPL;31;0.276722704;;;;
NPL;32;0.953431757;;;;
NPL;25;0.36370912;;;;
CPL;9;1.345317136;;;;
CPL;19;1.103309848;;;;
CPL;4;1.040418172;;;;
XER;7;0.635285246;;;;
CPL;6;0.321495863;;;;
UMW;19;1.023821273;;;;
UMW;5;0.690016276;;;;
UMW;13;0.8334065;;;;
CPL;4;0.44152112;;;;
CPL;3;0.477554166;;;;
CPL;1;0.989464802;;;;
NPL;19;0.511910637;;;;
NPL;22;0.276722704;;;;
CPL;5;0.953431757;;;;
XER;11;0.833406499;;;;
WMT;9;0.511910636;;;;
XER;10;0.971668015;;;;
NPL;6;0.833406499;;;;
NPL;7;0.691187618;;;;
XER;40;0.971668015;;;;
XER;26;0.811359163;;;;
UMW;21;0.875619756;;;;
UMW;17;0.615129155;;;;
UMW;8;1.023821273;;;;
UMW;17;0.635285246;;;;
UMW;10;0.740969646;;;;
UMW;25;0.17810564;;;;
UMW;8;0.511910637;;;;
SAP;9;0.477554166;;;;
NPL;15;0.953431757;;;;
NPL;7;0.690016276;;;;
XER;14;0.915550072;;;;
CPL;3;0.22905901;;;;
CPL;2;0.22905901;;;;
SAP;13;0.321495863;;;;
XER;5;1.245457799;;;;
TPL;11;0.854814692;;;;
CPL;4;0.276722704;;;;
XER;10;1.088081867;;;;
XER;5;0.36370912;;;;
XER;8;1.023821273;;;;
TPL;16;0.606319536;;;;
TPL;22;0.477554166;;;;
CPL;3;0.511910636;;;;
CPL;3;0.544739638;;;;
CPL;2;0.65530086;;;;
CPL;1;0.477554166;;;;
TPL;22;0.477554166;;;;
TPL;10;0.347112221;;;;
TPL;16;0.971668015;;;;
