Ecoregions;Fish_Replacement;SumNat_PFC;Habitat_Heterogeneity;Pred_Replacement_Fish;lower_Replacement_Fish;upperr_Replacement_Fish
SAP;0.001647249;0.880179615;;;;
CPL;0.001769422;0.769170711;;;;
CPL;0.001625728;0.719660575;;;;
CPL;0.001729576;0.769170711;;;;
CPL;0.000242163;1.012086015;;;;
SAP;0.001525593;0.79274021;;;;
SAP;0.001065344;0.92031787;;;;
SAP;9.08E-05;0.991073946;;;;
CPL;0.001509974;0.976728052;;;;
CPL;0.001279464;0.974915165;;;;
CPL;0.00085381;0.837746529;;;;
SAP;0.001692801;0.815584379;;;;
SAP;0.000663747;0.769170711;;;;
CPL;0.000123058;0.27816376;;;;
CPL;0.000834633;0.480041067;;;;
CPL;0.00040002;0.179033139;;;;
SAP;0.001171949;0.480041066;;;;
CPL;0.000863073;0.92031787;;;;
SAP;0.001322892;0.785747598;;;;
CPL;0.001007871;0.976728052;;;;
CPL;0.001114706;0.514576451;;;;
CPL;0.001270205;0.90051998;;;;
CPL;0.001176666;0.323170078;;;;
CPL;0.000716733;0.365603163;;;;
CPL;0.000657774;0.69360959;;;;
SAP;0.001183908;0.514576452;;;;
CPL;0.001118589;0.230251853;;;;
SAP;0.001565775;0.958396827;;;;
SAP;0.001589653;0.880179615;;;;
CPL;0.001517558;1.012086015;;;;
CPL;0.001107116;0.638593544;;;;
SAP;0.001633372;1.045836231;;;;
SAP;0.001063431;0.792740211;;;;
CPL;0.001060911;1.012086015;;;;
SAP;0.001616685;0.880179615;;;;
SAP;0.001340587;0.638593544;;;;
SAP;0.00150361;0.837746529;;;;
CPL;0.001645066;0.480041066;;;;
WMT;0.000300876;1.239143699;;;;
XER;0.00027599;0.480041067;;;;
XER;0.000279322;0.547576413;;;;
XER;0.001520072;0.859266207;;;;
WMT;0.001701817;0.976728052;;;;
WMT;0.000862788;0.98572667;;;;
WMT;0.001250302;1.153169995;;;;
XER;0.000302836;0.815584379;;;;
XER;0.000844187;1.283747162;;;;
WMT;0.000184376;1.259404755;;;;
XER;0.001652959;1.208186041;;;;
WMT;0.000184376;1.221325798;;;;
XER;0.000302836;1.283747162;;;;
WMT;0.001904287;0.920317871;;;;
WMT;0.000184376;1.078118574;;;;
WMT;0.001506735;0.859266207;;;;
WMT;0.001901844;1.373842658;;;;
WMT;0.001291071;0.744828304;;;;
WMT;0.000184376;1.208186041;;;;
WMT;0.000827291;1.246927538;;;;
XER;0.00197101;1.399039845;;;;
XER;0.001409093;1.221325798;;;;
WMT;0.001230864;1.283747162;;;;
WMT;0.001901616;1.295625445;;;;
WMT;0.001884748;1.384373003;;;;
SPL;0.002134071;1.307316662;;;;
WMT;0.000127673;1.283747162;;;;
SPL;0.002212;1.295625445;;;;
NAP;0.000766264;1.194809519;;;;
NAP;0.001175782;1.062152864;;;;
NAP;0.00149254;1.254231376;;;;
NAP;0.001372755;1.138754457;;;;
NAP;0.001652543;1.246927538;;;;
NAP;0.000215869;1.124053444;;;;
CPL;0.001710536;0.79274021;;;;
CPL;0.001685709;0.828680282;;;;
CPL;0.001801477;1.204642469;;;;
CPL;0.001627259;0.994617518;;;;
CPL;0.001764203;0.859266207;;;;
CPL;0.001821466;0.920317871;;;;
SAP;0.001657388;1.078118574;;;;
SAP;0.001709319;1.194809519;;;;
SAP;0.001557698;1.138754457;;;;
CPL;0.001400517;0.997557628;;;;
CPL;0.001296492;1.181187542;;;;
CPL;0.001324741;1.295625445;;;;
SAP;0.001780326;1.078118573;;;;
SAP;3.35E-05;1.221325798;;;;
CPL;0.001118699;1.153169995;;;;
SAP;0.001708682;1.259404755;;;;
SAP;0.001708723;1.404995909;;;;
SAP;0.001563756;1.181187542;;;;
SAP;0.00170974;1.307316662;;;;
SAP;0.00174803;1.307316662;;;;
SAP;0.001734812;1.444598733;;;;
SAP;0.00101356;1.259404755;;;;
SAP;0.001700182;1.124053444;;;;
SAP;0.000987569;1.318826611;;;;
SAP;0.001704676;1.363160791;;;;
TPL;0.001474236;0.976728052;;;;
TPL;0.001537049;1.093748138;;;;
TPL;0.001379756;0.666611091;;;;
TPL;0.001013892;1.138754457;;;;
TPL;0.00130603;1.109055421;;;;
TPL;0.001051977;0.666611091;;;;
TPL;0.000819925;1.194809519;;;;
TPL;0.001350003;0.744828304;;;;
TPL;0.001348096;0.920317871;;;;
TPL;0.00136978;0.939601471;;;;
TPL;0.000777777;1.029152902;;;;
TPL;0.001485356;1.221325798;;;;
TPL;0.001361883;0.90051998;;;;
WMT;0.001380275;0.994617518;;;;
XER;0.001502864;1.029152903;;;;
XER;0.000885892;1.153169995;;;;
WMT;0.001433361;0.920317871;;;;
WMT;0.001740503;0.880179615;;;;
WMT;0.001602698;1.124053444;;;;
XER;0.001201567;1.208186041;;;;
WMT;0.001686513;0.666611091;;;;
XER;0.000898593;1.153169995;;;;
WMT;0.001764128;0.994617518;;;;
XER;0.001247208;1.029152902;;;;
XER;0.000262211;1.029152902;;;;
WMT;0.001762867;1.045836231;;;;
XER;0.001157745;1.012086015;;;;
XER;0.001485288;0.837746529;;;;
XER;0.001542875;1.062152864;;;;
WMT;0.001817666;0.965783723;;;;
WMT;0.001560464;0.859266207;;;;
XER;0.001128863;1.062152864;;;;
XER;0.001222118;0.76917071;;;;
WMT;0.001739932;1.045836231;;;;
XER;0.001590081;1.124053444;;;;
WMT;0.001513818;0.837746529;;;;
WMT;0.001180442;0.92031787;;;;
XER;0.001193987;0.994617518;;;;
TPL;0.001147037;0.579171687;;;;
TPL;0.000771106;0.744828303;;;;
TPL;0.001516655;0.719660575;;;;
TPL;0.000853037;0.638593544;;;;
TPL;0.000950173;1.062152864;;;;
SAP;0.000980604;1.208186041;;;;
TPL;0.000342285;0.859266207;;;;
TPL;0.000647433;1.029152902;;;;
TPL;0.000486033;0.815584379;;;;
TPL;0.000858426;0.064595236;;;;
TPL;0.001519774;1.045836231;;;;
TPL;0.000614258;0.719660575;;;;
TPL;0.001478531;0.666611091;;;;
TPL;0.001482492;0.514576451;;;;
TPL;0.001516038;0.90051998;;;;
TPL;0.001948554;1.35232298;;;;
TPL;0.000961008;1.130214283;;;;
TPL;0.001182766;1.124053444;;;;
TPL;0.000715019;0.719660575;;;;
TPL;0.001387644;1.246927538;;;;
TPL;0.001088894;0.79274021;;;;
TPL;0.000464799;1.138754457;;;;
TPL;0.001534364;1.35232298;;;;
TPL;0.001907641;1.33016083;;;;
TPL;0.001652178;0.719660575;;;;
SPL;0.00156705;1.251943618;;;;
SPL;0.001650414;1.194809519;;;;
SPL;0.001663656;0.939601472;;;;
TPL;0.001785822;0.405741419;;;;
TPL;0.001405012;0.719660575;;;;
SPL;0.001496648;0.69360959;;;;
TPL;0.00117724;0.880179615;;;;
SPL;0.001575208;0.859266207;;;;
TPL;0.001609756;0.480041067;;;;
SPL;0.001287534;0.976728052;;;;
TPL;0.001323453;1.246927538;;;;
TPL;0.001949448;1.363160791;;;;
TPL;0.001512591;1.093748138;;;;
TPL;0.001368776;0.323170078;;;;
TPL;0.000720587;0.958396827;;;;
SPL;0.001530162;0.994617518;;;;
SPL;0.00099911;1.259404755;;;;
TPL;0.001314317;0.976728052;;;;
TPL;0.001592809;1.045836231;;;;
TPL;0.000911622;1.208186041;;;;
SPL;0.001513071;1.167310935;;;;
SPL;0.001367856;0.958396827;;;;
TPL;0.000830317;1.012086015;;;;
TPL;0.001298147;1.259404755;;;;
TPL;0.001553171;0.90051998;;;;
TPL;0.000684464;0.815584379;;;;
SPL;0.00152541;0.92031787;;;;
TPL;0.001461468;0.815584379;;;;
SPL;0.001554703;1.10905542;;;;
TPL;0.001730683;0.666611091;;;;
SPL;0.0014927;0.638593544;;;;
TPL;0.001340306;0.994617518;;;;
TPL;0.000909399;0.939601472;;;;
TPL;0.001187578;1.194809519;;;;
SPL;0.001521209;0.837746529;;;;
TPL;0.001292763;0.994617518;;;;
SPL;0.001537657;0.939601472;;;;
TPL;0.001446542;0.994617518;;;;
SPL;0.00137434;0.666611091;;;;
TPL;0.000966935;1.045836231;;;;
TPL;0.001380394;0.994617518;;;;
SPL;0.001469212;1.012086015;;;;
SPL;0.001388585;1.271675727;;;;
SAP;0.001422023;1.181187542;;;;
SAP;0.001490445;0.90051998;;;;
TPL;0.001573899;1.124053444;;;;
CPL;0.001429335;0.939601472;;;;
TPL;0.001139001;1.234237026;;;;
SAP;0.000385215;1.010357547;;;;
SAP;0.00078705;1.181187542;;;;
SAP;0.000705776;0.69360959;;;;
TPL;0.001206856;0.638593544;;;;
SAP;0.001027536;0.480041067;;;;
SAP;0.000313123;1.06858041;;;;
SAP;0.000739514;1.045836231;;;;
SAP;0.000393115;0.930022282;;;;
SAP;0.000303795;1.093748138;;;;
TPL;0.001264818;0.815584379;;;;
CPL;0.001509236;0.880179615;;;;
SAP;0.000689417;1.234237026;;;;
SAP;0.001152368;0.958396827;;;;
SAP;0.001013436;0.859266207;;;;
SAP;0.001923279;1.404995909;;;;
SAP;0.001403641;0.719660575;;;;
CPL;9.08E-05;0.939601471;;;;
SAP;0.00210335;1.462067231;;;;
CPL;0.001125027;0.991073946;;;;
CPL;0.001650382;1.33016083;;;;
CPL;0.001824967;1.295625445;;;;
CPL;0.001605294;1.078118573;;;;
CPL;0.001273546;1.363160791;;;;
CPL;0.001296429;1.093748138;;;;
CPL;0.001794656;1.434894322;;;;
CPL;0.002211688;1.472973278;;;;
CPL;0.001181046;1.234237026;;;;
CPL;0.001443002;0.79274021;;;;
CPL;0.001298524;1.295625445;;;;
CPL;0.001235933;1.234237026;;;;
NAP;0.001677865;1.167310935;;;;
NAP;0.001508619;1.062152864;;;;
NAP;0.001529683;0.579171687;;;;
NAP;0.001493463;1.234237026;;;;
SAP;0.001616499;1.341324603;;;;
CPL;0.001836231;1.271675727;;;;
SAP;0.001646331;1.259404755;;;;
SAP;0.001708143;1.167310935;;;;
SAP;0.001518101;1.318826611;;;;
SAP;0.001695423;1.425061371;;;;
SAP;0.001456169;1.363160791;;;;
SAP;0.00156898;1.318826611;;;;
SAP;0.001928359;1.353413909;;;;
CPL;0.001791331;0.976728052;;;;
UMW;0.001933588;1.341324603;;;;
UMW;0.001572771;1.221325798;;;;
UMW;0.001433834;1.35232298;;;;
UMW;0.001555613;1.062152864;;;;
UMW;0.001264912;1.208186041;;;;
TPL;0.001639979;1.363160791;;;;
UMW;0.001400253;1.181187542;;;;
UMW;0.000804006;1.283747162;;;;
UMW;0.001703365;1.319777767;;;;
UMW;0.001752779;1.307316662;;;;
UMW;0.001669197;1.062152864;;;;
UMW;0.001538588;1.271675727;;;;
TPL;0.001466526;0.859266207;;;;
UMW;0.001264468;1.434894322;;;;
UMW;0.001643359;1.194809519;;;;
UMW;0.001359471;1.029152902;;;;
UMW;0.000839315;0.859266207;;;;
UMW;0.001626918;1.194809519;;;;
UMW;0.000171866;0.90051998;;;;
UMW;0.001136153;0.92031787;;;;
UMW;0.001412501;1.221325798;;;;
TPL;0.001206667;1.012086015;;;;
TPL;0.00071725;1.221325798;;;;
UMW;0.001687239;1.283747162;;;;
UMW;0.001436074;1.221325798;;;;
UMW;0.001580937;1.078118574;;;;
UMW;0.000692939;1.012086015;;;;
UMW;0.001744412;1.181187542;;;;
UMW;0.00136062;1.246927538;;;;
TPL;0.001560951;1.10297033;;;;
UMW;0.001027605;1.181187542;;;;
TPL;0.001366934;0.822302768;;;;
UMW;0.000843115;1.259404755;;;;
TPL;0.00148912;1.093748138;;;;
UMW;0.001477402;1.010357547;;;;
UMW;0.001690947;0.815584379;;;;
UMW;0.001722914;0.83555985;;;;
UMW;0.001353009;0.719660575;;;;
UMW;0.001445425;1.130214283;;;;
UMW;0.001430092;1.107538818;;;;
UMW;0.001664098;1.005147863;;;;
TPL;0.001533252;0.579171687;;;;
TPL;0.001642054;1.246927538;;;;
UMW;0.001202538;1.047484127;;;;
UMW;0.001572775;1.35232298;;;;
UMW;0.001542169;0.666611091;;;;
UMW;0.001119583;1.181187542;;;;
UMW;0.001749345;0.850733045;;;;
TPL;0.001699081;0.443820376;;;;
UMW;0.000746908;1.307316661;;;;
UMW;0.0016488;0.90051998;;;;
UMW;0.001692558;0.682927724;;;;
TPL;0.000906745;1.234237026;;;;
TPL;0.001336245;0.976728052;;;;
UMW;0.001374717;1.190749106;;;;
UMW;0.001170676;1.172892742;;;;
UMW;0.000784467;1.174744057;;;;
UMW;0.000238747;1.307316662;;;;
TPL;0.000944599;1.194809519;;;;
TPL;0.001188978;0.547576413;;;;
TPL;0.001361615;0.837746529;;;;
TPL;0.001419623;0.582258498;;;;
SAP;0.000977039;0.933868803;;;;
SAP;0.000990833;0.920317871;;;;
SAP;0.001005234;0.978737193;;;;
TPL;0.000831494;0.837746529;;;;
SAP;0.001667424;0.737367166;;;;
TPL;0.001407271;1.153169995;;;;
TPL;0.00131245;1.012086015;;;;
SAP;0.001719452;1.124053444;;;;
SAP;0.001529452;0.994617518;;;;
TPL;0.001240664;0.744828303;;;;
TPL;0.001172481;0.677528595;;;;
TPL;0.001033549;0.69360959;;;;
TPL;0.000895473;1.076537366;;;;
SAP;0.001000281;0.982140301;;;;
TPL;0.001548903;0.740968927;;;;
TPL;0.000852616;0.90051998;;;;
TPL;0.001446489;0.79274021;;;;
TPL;0.001458243;1.060537244;;;;
TPL;0.001535845;0.744828303;;;;
TPL;0.00118384;0.609476993;;;;
TPL;0.001306616;0.815584379;;;;
NPL;0.001214888;1.124053444;;;;
WMT;0.001025469;1.295625445;;;;
NPL;0.001500013;0.939601472;;;;
WMT;0.001649061;0.666611091;;;;
NPL;0.001474322;0.939601472;;;;
NPL;0.000932523;1.246927538;;;;
NPL;0.00069222;1.246927538;;;;
NPL;0.001407164;0.514576451;;;;
NPL;0.001614943;0.694787032;;;;
WMT;0.001275643;0.880179615;;;;
WMT;0.000850072;0.859266207;;;;
WMT;0.001438295;0.719660575;;;;
NPL;0.001714679;0.837746529;;;;
NPL;0.001604538;1.078118574;;;;
NPL;0.001663692;0.815584379;;;;
WMT;0.001754666;0.744828304;;;;
NPL;0.001214888;1.153169995;;;;
NPL;0.001236776;0.859266207;;;;
NPL;0.000792902;1.167310935;;;;
WMT;0.001929941;1.341324603;;;;
NPL;0.000161553;1.307316661;;;;
NPL;0.001660401;1.109055421;;;;
NPL;0.001901616;1.33016083;;;;
NPL;0.000161553;1.078118573;;;;
WMT;0.000161553;1.271675727;;;;
NPL;0.00211913;1.48219547;;;;
CPL;0.001965498;1.33016083;;;;
CPL;0.001093056;1.271675726;;;;
SAP;0.001762866;1.078118574;;;;
SAP;0.001737536;1.307316662;;;;
SAP;0.001729202;1.342431802;;;;
SAP;0.001680479;1.246927538;;;;
CPL;0.001565744;1.318826611;;;;
CPL;0.001567489;1.271675727;;;;
CPL;0.001617373;1.138754457;;;;
CPL;0.00173775;1.029152902;;;;
CPL;0.001692521;1.363160791;;;;
SAP;0.001346599;1.179811496;;;;
SAP;0.00190335;1.33016083;;;;
CPL;0.001667782;1.394756066;;;;
SAP;0.000721236;1.318826611;;;;
CPL;0.001815557;0.939601472;;;;
SAP;0.001624122;0.908502604;;;;
SAP;0.001793827;1.234237026;;;;
SAP;0.001756261;1.246927538;;;;
CPL;0.00169674;1.27773598;;;;
SAP;0.001520275;1.208186041;;;;
CPL;0.001664938;1.153169995;;;;
SAP;0.00162934;1.283747162;;;;
SAP;0.001725371;1.153169995;;;;
SAP;0.001951156;1.33016083;;;;
SAP;0.001816208;1.124053443;;;;
SAP;0.001264992;1.167310935;;;;
CPL;0.001859067;1.167310935;;;;
SAP;0.001782437;1.062152864;;;;
SAP;0.001736805;1.029152902;;;;
NPL;0.000203812;1.138754457;;;;
NPL;0.001600456;0.880179614;;;;
NPL;2.12E-05;1.109055421;;;;
NPL;0.001220823;0.994617518;;;;
NPL;0.001488636;1.147796918;;;;
NPL;0.000203812;1.078118574;;;;
NPL;0.000203812;0.939601472;;;;
NPL;0.001526593;0.994617518;;;;
NPL;0.000630451;0.920317871;;;;
NPL;0.000203812;0.744828304;;;;
NPL;0.000630451;0.994617518;;;;
NPL;0.000671685;1.045836231;;;;
NPL;0.000203812;0.939601471;;;;
NPL;2.12E-05;1.098373554;;;;
NPL;0.000821991;0.744828303;;;;
NPL;0.000630451;1.270457717;;;;
NPL;0.001650489;0.958396827;;;;
TPL;0.001487159;0.76917071;;;;
SPL;0.001424394;1.029152902;;;;
SPL;0.000954641;0.880179614;;;;
SPL;0.001417339;0.90051998;;;;
TPL;0.001281816;0.815584379;;;;
TPL;0.001252011;1.012086015;;;;
SPL;0.00137066;1.093748138;;;;
TPL;0.001550342;0.514576452;;;;
NPL;0.001712767;1.434894322;;;;
SPL;0.001487001;0.837746529;;;;
TPL;0.001262945;0.79274021;;;;
TPL;0.001298256;0.976728052;;;;
NPL;0.001406799;0.859266207;;;;
SPL;0.001572609;1.167310935;;;;
SPL;0.000154861;0.064595236;;;;
NPL;3.35E-05;1.078118573;;;;
TPL;0.001073884;0.638593544;;;;
NAP;0.00159561;0.859266207;;;;
NAP;0.001526978;0.792740211;;;;
NAP;0.001628766;1.062152864;;;;
NAP;0.001655806;0.859266207;;;;
NAP;0.000766264;0.837746529;;;;
NAP;0.001678237;1.045836231;;;;
NAP;0.001650819;1.153169995;;;;
NAP;0.00027091;1.044460185;;;;
NAP;0.001546898;0.92031787;;;;
NAP;0.00017189;0.842582878;;;;
CPL;0.001545394;0.792740211;;;;
CPL;0.001750442;0.69360959;;;;
SAP;0.001598035;1.194809519;;;;
SAP;0.001475635;1.283747162;;;;
SAP;0.001684708;1.33016083;;;;
SAP;0.001576936;0.579171687;;;;
SAP;0.001616017;1.25568356;;;;
SAP;0.000864354;1.295625445;;;;
SAP;0.001398122;1.246927538;;;;
NAP;0.001845014;1.295625445;;;;
NAP;0.001947364;1.271675727;;;;
SAP;0.001544154;1.153169995;;;;
NAP;0.001845032;1.373842658;;;;
CPL;0.001743065;0.958396827;;;;
XER;0.00071414;1.234237026;;;;
XER;0.000848404;1.029152903;;;;
XER;0.00024862;0.709349619;;;;
XER;0.000273429;0.76917071;;;;
XER;0.000302836;1.093748138;;;;
XER;0.000127673;1.062152864;;;;
XER;0.000184376;1.062152864;;;;
SAP;0.001539053;1.181187542;;;;
NAP;0.001500512;0.90051998;;;;
NAP;0.001048146;1.271675726;;;;
NAP;0.001673494;0.760568333;;;;
NAP;0.001411121;0.976728052;;;;
NAP;0.001449905;1.153169995;;;;
NAP;0.001126318;0.815584379;;;;
NAP;0.001522787;1.078118574;;;;
NAP;0.001285023;1.013523338;;;;
NAP;0.001520089;1.042529425;;;;
NAP;0.00141207;1.208186041;;;;
NAP;0.0015572;0.976728052;;;;
NAP;0.001415145;0.480041067;;;;
NAP;0.001431932;0.443820376;;;;
NAP;0.001482554;0.79274021;;;;
NAP;0.00025167;1.153169995;;;;
NAP;0.000600744;0.869796552;;;;
NAP;0.001217564;0.744828304;;;;
NAP;0.001518864;1.029152902;;;;
NAP;0.001551146;0.744828304;;;;
NAP;0.001501059;1.062152864;;;;
NAP;0.001717799;0.859266207;;;;
NAP;0.001586797;0.920317871;;;;
NAP;0.001576957;1.307316661;;;;
NAP;0.00132909;0.837746529;;;;
NAP;0.001471068;0.514576452;;;;
NAP;0.001600943;1.012086015;;;;
NAP;0.001436839;0.443820376;;;;
NAP;0.001489218;0.666611091;;;;
NAP;0.001596328;1.029152902;;;;
NAP;0.001274392;0.792740211;;;;
NAP;0.00153669;1.062152864;;;;
NAP;0.001654086;1.151740972;;;;
NAP;0.001651306;0.994617517;;;;
NAP;0.001644257;0.880179614;;;;
NAP;0.001441782;1.208186041;;;;
NAP;0.001252671;1.194809519;;;;
NAP;0.001528592;1.208186041;;;;
NAP;0.001414575;0.794670971;;;;
NAP;0.001467486;1.078118574;;;;
SAP;0.001510691;0.69360959;;;;
NAP;0.001242958;1.259404755;;;;
NAP;0.001432412;1.271675727;;;;
NAP;0.001358595;0.638593544;;;;
NAP;0.00155039;0.920317871;;;;
NAP;0.001567709;1.078118574;;;;
NAP;0.001017189;1.219151926;;;;
NAP;0.001449207;0.994617517;;;;
NAP;0.001337696;0.719660575;;;;
NAP;0.001616432;0.514576451;;;;
NAP;0.000643539;1.092642588;;;;
NAP;0.001275623;1.194809519;;;;
NAP;0.000956224;1.109055421;;;;
NAP;0.000882557;0.666611091;;;;
NAP;0.001269244;1.221325798;;;;
NAP;0.001255435;1.045836231;;;;
NAP;0.001504764;1.074159221;;;;
NAP;0.001550211;0.976728052;;;;
SAP;0.001530114;1.047484127;;;;
NAP;0.000849172;0.994617518;;;;
NAP;0.001102236;1.181187542;;;;
SAP;0.001119018;0.880179615;;;;
NAP;0.001422789;1.153169995;;;;
NAP;0.000747351;0.40574142;;;;
SAP;0.00041361;0.976728052;;;;
SAP;0.000881043;0.958396827;;;;
TPL;0.00112326;0.991073946;;;;
SAP;0.000587345;1.093748138;;;;
TPL;0.001198002;0.939601472;;;;
NAP;0.000881887;0.90051998;;;;
SAP;0.000720083;1.093748138;;;;
TPL;0.00074602;1.012086015;;;;
TPL;0.001021691;1.012086015;;;;
TPL;0.001069929;1.153169995;;;;
SAP;0.001045473;0.95093569;;;;
TPL;0.000638378;1.208186041;;;;
TPL;0.001559306;1.062152864;;;;
SAP;0.000864209;0.79274021;;;;
NAP;0.001062692;1.122567203;;;;
TPL;0.001409513;1.093748138;;;;
SAP;0.000749277;0.76917071;;;;
NAP;0.00138549;1.208186041;;;;
SAP;0.001297726;0.958396827;;;;
SAP;0.001477872;0.976728052;;;;
NAP;0.001117259;0.837746529;;;;
NAP;0.000984994;1.029152903;;;;
SAP;0.001450235;1.012086015;;;;
NAP;0.001281227;1.124053444;;;;
TPL;0.000571465;1.221325798;;;;
NAP;0.001017651;0.920317871;;;;
NAP;0.000269913;0.609476993;;;;
TPL;0.001560384;0.769170711;;;;
TPL;0.001364236;1.045836231;;;;
TPL;0.001374415;0.939601471;;;;
TPL;0.002154754;1.454177923;;;;
NAP;0.001161137;0.744828303;;;;
CPL;0.000695834;1.062152864;;;;
SAP;0.000423229;1.153169995;;;;
SAP;0.001403651;0.579171687;;;;
SPL;0.001551272;0.514576451;;;;
SPL;0.00150586;0.92031787;;;;
SPL;0.001617558;0.90051998;;;;
SPL;0.001248356;0.76917071;;;;
SAP;0.0008646;0.859266207;;;;
SPL;0.00148388;0.638593544;;;;
SPL;0.001526595;0.514576451;;;;
SPL;0.001311303;0.480041066;;;;
CPL;0.000839121;0.737367166;;;;
SPL;0.001624713;0.76917071;;;;
SPL;0.001515284;1.093748138;;;;
CPL;0.001306416;0.744828304;;;;
SPL;0.001216593;0.744828304;;;;
CPL;0.000806708;0.69360959;;;;
SPL;0.000792586;0.579171687;;;;
SAP;0.00117434;0.880179615;;;;
CPL;0.001087538;0.547576413;;;;
SAP;0.000404381;1.012086015;;;;
SPL;0.001333793;0.547576413;;;;
SPL;0.000924572;0.837746529;;;;
SPL;0.000791289;0.769170711;;;;
SPL;0.001391252;0.638593544;;;;
TPL;0.001451222;1.012086015;;;;
SPL;0.001420574;0.769170711;;;;
SPL;0.001433582;0.920317871;;;;
SPL;0.001308663;0.638593544;;;;
SPL;0.001299953;0.880179615;;;;
SAP;0.00156568;0.994617517;;;;
SPL;0.00129477;1.208186041;;;;
SAP;0.000391894;1.062152864;;;;
WMT;0.001188663;0.815584379;;;;
WMT;0.001743743;0.837746529;;;;
WMT;0.001831251;1.373842658;;;;
WMT;0.001766444;0.609476993;;;;
WMT;0.001468594;1.045836231;;;;
WMT;0.001765346;0.90051998;;;;
WMT;0.001483803;0.792740211;;;;
WMT;0.000784097;1.062152864;;;;
WMT;0.001663396;1.104496285;;;;
WMT;0.001688401;0.859266207;;;;
XER;0.001692637;0.92031787;;;;
WMT;0.001266374;0.958396827;;;;
WMT;0.001765601;1.109055421;;;;
WMT;0.001614935;1.10905542;;;;
WMT;0.000812369;1.012086015;;;;
WMT;0.001820989;0.958396827;;;;
WMT;0.001811656;0.719660575;;;;
WMT;0.001283095;1.153169995;;;;
XER;0.00029064;0.795056521;;;;
WMT;0.001515385;0.92031787;;;;
WMT;0.00025469;1.153169995;;;;
WMT;0.001025469;1.283747162;;;;
WMT;0.000893976;0.958396827;;;;
WMT;0.000184376;0.994617518;;;;
WMT;0.000784097;1.093748138;;;;
WMT;0.001725348;1.318826611;;;;
NAP;0.00106327;0.744828304;;;;
NAP;0.00141485;0.609476993;;;;
NAP;0.001554556;0.976728052;;;;
NAP;0.001401716;0.976728052;;;;
NAP;0.001212093;1.212152445;;;;
NAP;0.001126046;0.609476993;;;;
NAP;0.001464745;0.994617518;;;;
NAP;0.001342589;0.859266207;;;;
NAP;0.000947305;0.859266207;;;;
SAP;0.001487196;0.939601472;;;;
NAP;0.000559266;1.10905542;;;;
NAP;0.000602823;1.062152864;;;;
SAP;0.001297026;0.744828303;;;;
SAP;0.001339105;0.837746529;;;;
SAP;0.001456963;0.719660575;;;;
NAP;0.000302218;1.052405981;;;;
SAP;0.001373888;0.939389938;;;;
NAP;0.001396151;0.666611091;;;;
NAP;0.000981074;0.69360959;;;;
NAP;0.000894885;0.976728052;;;;
NAP;0.001159121;0.728144974;;;;
SAP;0.001039198;1.078118574;;;;
NAP;0.000588123;0.79274021;;;;
NAP;0.001301675;0.744828304;;;;
NAP;0.00017189;0.719660575;;;;
NAP;0.001337686;0.792740211;;;;
SAP;0.001247853;0.939601472;;;;
NAP;0.00017189;0.666611092;;;;
NAP;0.001677984;1.167310935;;;;
NAP;0.000248565;1.307316662;;;;
NAP;0.001575221;1.271675727;;;;
NAP;0.0021148;1.394756066;;;;
NAP;0.001560324;1.167310935;;;;
NAP;0.001140822;1.309247422;;;;
TPL;0.001115029;0.719660575;;;;
TPL;0.001598745;0.719660575;;;;
TPL;0.001127894;0.744828303;;;;
NPL;0.001164399;0.579171687;;;;
NPL;0.001399747;0.719660575;;;;
NPL;0.001287778;1.181187542;;;;
NPL;0.00016717;0.880179614;;;;
WMT;0.001426846;0.480041067;;;;
NPL;0.001214599;0.876734704;;;;
TPL;0.000163966;0.365603164;;;;
NPL;0.000698175;0.744828304;;;;
NPL;0.000830191;1.093748138;;;;
NPL;0.000203812;0.666611091;;;;
TPL;0.001452927;0.815584379;;;;
TPL;0.000203812;0.719660575;;;;
WMT;0.000127673;1.167310935;;;;
TPL;0.001611061;1.012086015;;;;
SPL;0.001550434;1.318826611;;;;
CPL;0.001657243;1.012086015;;;;
CPL;0.001523514;0.880179615;;;;
SPL;0.001524779;1.221325798;;;;
CPL;0.001592939;1.029152902;;;;
SPL;0.000152245;0.405741419;;;;
SPL;0.001585243;1.045836231;;;;
CPL;0.001438607;1.045836231;;;;
SPL;0.00153338;1.153169995;;;;
CPL;0.001642602;1.078118574;;;;
SPL;0.001637067;1.179811496;;;;
SPL;0.001369818;0.792740211;;;;
SPL;0.001572742;1.167310935;;;;
CPL;0.001752832;1.110219933;;;;
SPL;0.001516159;0.609476993;;;;
SPL;0.001119061;0.880179615;;;;
SPL;0.001543644;1.124053444;;;;
SPL;0.001252679;0.666611091;;;;
CPL;0.001451163;0.976728052;;;;
SPL;0.001521724;1.109055421;;;;
CPL;0.001552057;1.167310935;;;;
CPL;0.001594462;1.012086015;;;;
SPL;0.001469703;0.90051998;;;;
CPL;0.000875313;1.208186041;;;;
SPL;0.001330091;0.737367166;;;;
CPL;0.001634602;0.704575475;;;;
SPL;0.001498694;1.208186041;;;;
SPL;0.001527806;1.404995909;;;;
CPL;0.000705629;1.208186041;;;;
SPL;0.000561149;0.958396827;;;;
SPL;0.001479865;0.939601472;;;;
SPL;0.001535306;1.208186041;;;;
SPL;0.001472785;0.514576451;;;;
XER;0.000846524;1.078118574;;;;
XER;0.001499525;1.318826612;;;;
