Ecoregions;Fish_RichnessDiff;SumNat_PFC;Habitat_Heterogeneity;Pred_RichnessDiff_Fish;lower_RichnessDiff_Fish;upperr_RichnessDiff_fish
XER;0.001855396;1.078118574;;;;
XER;0.001113879;1.318826612;;;;
WMT;0.001135226;1.434894322;;;;
WMT;0.001406956;1.167310935;;;;
XER;0.001114213;0.90051998;;;;
XER;0.001124639;0.976728052;;;;
XER;0.001113879;0.837746529;;;;
XER;0.001113879;1.078118574;;;;
WMT;0.001852143;1.029152902;;;;
XER;0.00140763;1.181187542;;;;
WMT;0.00254478;1.318826611;;;;
SAP;0.001016232;1.138754457;;;;
SAP;0.000746666;1.33016083;;;;
SAP;0.000697087;1.283747162;;;;
SAP;0.000933455;1.221325798;;;;
SAP;0.000799963;1.138754457;;;;
SAP;0.000813101;1.153169995;;;;
SAP;0.000833798;1.221325798;;;;
SAP;0.000689246;0.815584379;;;;
SAP;0.001165171;1.394756066;;;;
CPL;0.000667036;1.394756066;;;;
SAP;0.000851604;1.246927538;;;;
CPL;0.000677104;1.153169995;;;;
SAP;0.000849943;1.093748138;;;;
SAP;0.00068788;1.181187542;;;;
NAP;0.000704271;1.318826612;;;;
NAP;0.00069807;0.976728052;;;;
NAP;0.000708456;1.246927538;;;;
NAP;0.000746172;1.093748138;;;;
NAP;0.002579398;1.271675727;;;;
NAP;0.00095706;1.167310935;;;;
NAP;0.002579398;1.384373003;;;;
NAP;0.000752915;1.234237026;;;;
NAP;0.001867638;1.109055421;;;;
NAP;0.001867638;1.10905542;;;;
NAP;0.002579398;1.283747162;;;;
NAP;0.000792606;0.547576413;;;;
NAP;0.001422858;1.124053444;;;;
NAP;0.000803167;1.062152864;;;;
NAP;0.001867638;1.047484128;;;;
WMT;0.001452498;1.029152903;;;;
WMT;0.000932864;1.078118574;;;;
XER;0.000734937;0.609476993;;;;
WMT;0.002568616;0.976728052;;;;
WMT;0.001412823;1.045836231;;;;
WMT;0.002548979;0.920317871;;;;
WMT;0.002548979;1.045836231;;;;
WMT;0.001844307;0.837746529;;;;
WMT;0.002568616;0.79274021;;;;
WMT;0.002568616;1.143590805;;;;
WMT;0.001452498;1.171608353;;;;
XER;0.001131645;1.124053444;;;;
WMT;0.001126049;1.194809519;;;;
WMT;0.001860171;1.109055421;;;;
WMT;0.001108438;1.012086015;;;;
WMT;0.001143698;1.045836231;;;;
WMT;0.000913648;0.976728052;;;;
WMT;0.001855958;1.259404755;;;;
UMW;0.000740084;1.10905542;;;;
TPL;0.001317772;1.341324603;;;;
UMW;0.000699368;1.307316662;;;;
UMW;0.000932904;0.880179615;;;;
UMW;0.000861974;1.341324603;;;;
UMW;0.00119948;1.491304503;;;;
UMW;0.001119559;1.181187542;;;;
UMW;0.00107331;0.994617518;;;;
UMW;0.001874263;1.153169995;;;;
UMW;0.001011;1.167310935;;;;
UMW;0.000728498;1.153169995;;;;
TPL;0.000747229;0.939601472;;;;
TPL;0.000818627;1.012086015;;;;
UMW;0.001141164;0.976728052;;;;
UMW;0.002579398;1.194809519;;;;
UMW;0.001894646;1.341324603;;;;
UMW;0.001451503;1.254231376;;;;
UMW;0.000752298;1.367287411;;;;
UMW;0.001038855;1.259404755;;;;
UMW;0.000733501;1.045836231;;;;
TPL;0.002598108;1.415096431;;;;
UMW;0.000813828;1.341324603;;;;
UMW;0.001551062;1.10905542;;;;
UMW;0.001333482;1.208186041;;;;
UMW;0.001196863;1.134699958;;;;
UMW;0.001442301;1.40499591;;;;
UMW;0.000801799;1.307316662;;;;
UMW;0.001889805;1.259404755;;;;
UMW;0.001854236;1.234237026;;;;
UMW;0.001000359;0.719660575;;;;
UMW;0.001889805;1.109055421;;;;
SAP;0.002556956;1.181187542;;;;
WMT;0.000826911;1.276729367;;;;
XER;0.001881572;1.415096431;;;;
WMT;0.00142152;1.378072737;;;;
WMT;0.000828295;1.078118574;;;;
NPL;0.002551119;1.138754457;;;;
NPL;0.000862841;0.939601471;;;;
SPL;0.001030207;1.208186041;;;;
XER;0.001021205;1.394756066;;;;
WMT;0.00185403;1.112079363;;;;
SPL;0.000816033;1.318826611;;;;
NPL;0.001004678;0.837746529;;;;
NPL;0.001492228;1.045836231;;;;
XER;0.001014268;1.384373003;;;;
WMT;0.001133092;1.265565594;;;;
XER;0.002544891;1.373842658;;;;
NPL;0.001922549;1.167310935;;;;
XER;0.001404002;0.939601471;;;;
XER;0.00183897;1.363160791;;;;
NPL;0.002546897;1.124053444;;;;
WMT;0.001406096;1.078118574;;;;
CPL;0.000618352;1.078118573;;;;
CPL;0.000725659;1.167310935;;;;
CPL;0.001382982;0.744828304;;;;
SAP;0.000699916;1.153169995;;;;
CPL;0.001445352;0.90051998;;;;
CPL;0.000871577;1.012086015;;;;
CPL;0.001400008;0.365603164;;;;
SAP;0.001350207;1.208186041;;;;
XER;0.002117947;1.109055421;;;;
XER;0.001058384;1.078118574;;;;
XER;0.001067605;1.194809519;;;;
XER;0.002117947;0.179033139;;;;
WMT;0.001067318;1.049128373;;;;
WMT;0.002141879;0.859266207;;;;
XER;0.002141879;0.480041067;;;;
XER;0.002116272;1.167310935;;;;
XER;0.00211941;1.283747162;;;;
WMT;0.000858098;1.062152864;;;;
WMT;0.001423705;1.33016083;;;;
XER;0.002117109;1.045836231;;;;
WMT;0.000608149;1.295625445;;;;
WMT;0.002135414;1.234237026;;;;
WMT;0.002135414;1.295625445;;;;
WMT;0.002135414;1.341324603;;;;
WMT;0.002135414;1.33016083;;;;
WMT;0.002135414;1.153169995;;;;
WMT;0.002135414;1.318826611;;;;
XER;0.00142523;1.271675727;;;;
XER;0.000850149;1.124053444;;;;
SPL;0.000797556;0.90051998;;;;
SPL;0.000671549;1.153169995;;;;
XER;0.000713659;0.958396827;;;;
SPL;0.000918716;0.719660575;;;;
XER;0.002128105;1.307316662;;;;
XER;0.001070021;1.307316662;;;;
XER;0.001076417;1.181187542;;;;
XER;0.000714161;1.138754457;;;;
XER;0.000721508;0.609476993;;;;
XER;0.001061804;0.443820376;;;;
SPL;0.000702857;0.443820376;;;;
SPL;0.000771012;1.030838208;;;;
XER;0.001071313;1.029152903;;;;
SPL;0.000702857;1.153169995;;;;
WMT;0.002121128;1.153169995;;;;
NAP;0.000687291;0.90051998;;;;
NAP;0.000678485;0.719660575;;;;
NAP;0.000645661;1.062152864;;;;
NAP;0.000685662;0.859266207;;;;
NAP;0.000646339;0.880179615;;;;
NAP;0.0006192;0.579171687;;;;
NAP;0.000637693;0.579171687;;;;
NAP;0.000680079;0.958396827;;;;
NAP;0.000722316;0.792740211;;;;
NAP;0.000731187;0.769170711;;;;
NAP;0.00066208;0.882238914;;;;
NAP;0.000776025;0.815584379;;;;
NAP;0.00064365;1.045836231;;;;
NAP;0.000643594;0.744828304;;;;
NAP;0.000649872;0.859266207;;;;
CPL;0.000987209;0.996382981;;;;
CPL;0.00062866;1.062152864;;;;
CPL;0.000808059;0.79274021;;;;
SAP;0.000784162;1.283747162;;;;
SAP;0.000635149;1.124053444;;;;
SAP;0.000640906;1.454177923;;;;
CPL;0.000853151;1.10905542;;;;
CPL;0.000767944;0.991073946;;;;
CPL;0.000638574;0.744828304;;;;
CPL;0.000633196;0.908502604;;;;
CPL;0.000637064;1.012086015;;;;
CPL;0.000706124;1.153169995;;;;
CPL;0.000877094;1.138754457;;;;
CPL;0.000705175;0.719660575;;;;
CPL;0.000981811;1.029152902;;;;
CPL;0.000978327;1.167310935;;;;
CPL;0.000620351;1.062152864;;;;
CPL;0.000861842;0.994617518;;;;
CPL;0.000615687;1.194809519;;;;
CPL;0.000651793;0.976728052;;;;
CPL;0.000697345;1.078118574;;;;
CPL;0.000638074;1.138754457;;;;
CPL;0.000605778;0.976728052;;;;
CPL;0.000598154;0.939601472;;;;
CPL;0.000710284;1.295625445;;;;
CPL;0.000655492;0.976728052;;;;
CPL;0.000643395;0.859266207;;;;
CPL;0.000630441;0.880179615;;;;
CPL;0.000627061;0.79274021;;;;
SAP;0.000903852;1.093748138;;;;
SAP;0.000978889;1.33016083;;;;
CPL;0.00127655;0.920317871;;;;
CPL;0.001275441;1.078118574;;;;
CPL;0.001278681;1.124053444;;;;
CPL;0.001117339;1.153169995;;;;
CPL;0.001559887;1.234237026;;;;
SAP;0.00075393;1.295625445;;;;
CPL;0.001050347;1.307316662;;;;
SAP;0.000923688;1.271675727;;;;
CPL;0.001046651;1.045836231;;;;
SAP;0.000670797;1.109055421;;;;
CPL;0.000980631;0.987513378;;;;
SAP;0.000598427;0.939601471;;;;
SAP;0.000669583;1.109055421;;;;
CPL;0.001275021;1.194809519;;;;
SAP;0.001477785;1.124053444;;;;
CPL;0.000980787;1.153169995;;;;
SAP;0.001266705;1.221325798;;;;
CPL;0.001042226;1.153169995;;;;
CPL;0.000976779;0.939601472;;;;
TPL;0.001416789;0.682927724;;;;
UMW;0.000705384;0.76917071;;;;
UMW;0.001258042;0.547576413;;;;
TPL;0.000924129;0.514576451;;;;
TPL;0.000938269;0.880179615;;;;
TPL;0.000645647;0.609476992;;;;
UMW;0.001685739;0.514576452;;;;
TPL;0.000981716;0.405741419;;;;
UMW;0.001643394;0.69360959;;;;
TPL;0.002093976;0.179033139;;;;
TPL;0.001518228;0.348919835;;;;
UMW;0.001229928;0.443820376;;;;
TPL;0.000773229;0.064595236;;;;
TPL;0.000649959;1.318826611;;;;
UMW;0.001297891;0.638593544;;;;
UMW;0.00084113;0.837746529;;;;
UMW;0.001480883;0.443820376;;;;
TPL;0.001686247;0.69360959;;;;
TPL;0.000658573;0.480041067;;;;
TPL;0.000934548;0.547576413;;;;
UMW;0.001454066;1.259404755;;;;
TPL;0.000672912;0.547576413;;;;
TPL;0.001116017;0.859266207;;;;
TPL;0.000667481;0.666611091;;;;
UMW;0.000929973;1.153169995;;;;
UMW;0.001254858;0.579171687;;;;
TPL;0.000815318;0.609476993;;;;
UMW;0.000709176;1.153169995;;;;
TPL;0.00066562;1.045836231;;;;
TPL;0.002123156;0.920317871;;;;
WMT;0.002135414;0.90051998;;;;
WMT;0.002143923;1.295625445;;;;
WMT;0.000851599;1.045836231;;;;
WMT;0.001061674;0.95093569;;;;
WMT;0.001447313;0.815584379;;;;
WMT;0.000867984;0.859266207;;;;
WMT;0.002182422;0.994617518;;;;
WMT;0.000656603;1.099908977;;;;
WMT;0.002138179;0.737367166;;;;
WMT;0.00061615;0.976728052;;;;
WMT;0.000727999;1.045836231;;;;
WMT;0.002123737;1.153169995;;;;
XER;0.000863023;0.815584379;;;;
XER;0.000863493;1.271675727;;;;
XER;0.00073729;1.124053444;;;;
WMT;0.001435176;1.030838208;;;;
WMT;0.002135414;1.395900826;;;;
XER;0.001463118;0.69360959;;;;
WMT;0.002135414;1.394756066;;;;
TPL;0.000824116;0.976728052;;;;
TPL;0.000932626;1.078118574;;;;
SAP;0.001014752;1.153169995;;;;
TPL;0.000767999;1.124053444;;;;
TPL;0.000877309;0.609476993;;;;
CPL;0.000687344;0.480041066;;;;
TPL;0.000903374;1.309632972;;;;
TPL;0.000741811;0.769170711;;;;
TPL;0.001438226;1.062152864;;;;
TPL;0.001365788;0.769170711;;;;
TPL;0.000709191;0.744828304;;;;
TPL;0.001633099;1.246927538;;;;
TPL;0.001369301;0.976728052;;;;
TPL;0.001233622;0.76917071;;;;
TPL;0.000675987;1.062152864;;;;
TPL;0.001308179;0.744828303;;;;
TPL;0.000636272;0.27816376;;;;
TPL;0.000635668;0.638593544;;;;
TPL;0.00149171;0.79274021;;;;
TPL;0.00065745;0.976728052;;;;
TPL;0.000750249;1.221325798;;;;
SAP;0.002138395;0.769170711;;;;
TPL;0.001440445;1.029152902;;;;
UMW;0.000784764;0.859266207;;;;
SAP;0.000730741;0.90051998;;;;
UMW;0.000647094;1.093748138;;;;
TPL;0.000919763;1.012086015;;;;
UMW;0.001631554;1.167310935;;;;
TPL;0.001447386;1.194809519;;;;
TPL;0.000988658;1.234237026;;;;
TPL;0.000771341;1.012086015;;;;
SAP;0.000844308;1.283747162;;;;
UMW;0.001002074;1.029152903;;;;
TPL;0.000684755;0.79274021;;;;
TPL;0.00078139;0.609476993;;;;
SAP;0.000735178;0.859266207;;;;
UMW;0.001377114;1.259404755;;;;
TPL;0.000885806;1.246927538;;;;
UMW;0.000749427;1.181187542;;;;
SAP;0.000949097;0.837746529;;;;
SAP;0.000714354;1.208186041;;;;
TPL;0.000927989;1.124053444;;;;
UMW;0.000646102;1.501296268;;;;
TPL;0.001507018;1.104714023;;;;
TPL;0.002208982;1.295625445;;;;
TPL;0.001718432;1.045836231;;;;
TPL;0.000647317;0.92031787;;;;
TPL;0.000812544;1.341324603;;;;
UMW;0.001480164;0.815584379;;;;
TPL;0.000657929;0.79274021;;;;
TPL;0.000773753;1.045836231;;;;
SPL;0.001114553;1.444598733;;;;
TPL;0.000727103;1.384373003;;;;
TPL;0.000883104;0.815584379;;;;
TPL;0.001177353;1.029152902;;;;
SPL;0.000753341;1.295625445;;;;
TPL;0.000829403;0.994617518;;;;
TPL;0.00209817;0.179033139;;;;
SAP;0.001399532;1.221325798;;;;
SAP;0.001288129;0.323170078;;;;
TPL;0.001397094;0.69360959;;;;
SAP;0.000940412;0.976728052;;;;
TPL;0.001395016;0.971276055;;;;
SAP;0.001188159;1.283747162;;;;
TPL;0.001525603;1.045836231;;;;
SAP;0.001061958;0.920317871;;;;
CPL;0.001450371;1.153169995;;;;
CPL;0.001106893;1.194809519;;;;
CPL;0.001112022;1.109055421;;;;
CPL;0.001350737;1.194809519;;;;
CPL;0.000942614;1.278942116;;;;
CPL;0.00123562;1.299152183;;;;
CPL;0.001043449;0.76917071;;;;
CPL;0.000860582;1.078118574;;;;
CPL;0.001398316;1.045836231;;;;
CPL;0.001228696;0.958396827;;;;
CPL;0.001582965;1.295625445;;;;
CPL;0.001130033;0.90051998;;;;
CPL;0.000705228;0.958396827;;;;
CPL;0.000869118;1.454177923;;;;
CPL;0.000946158;0.792740211;;;;
NAP;0.000631419;0.958396827;;;;
NAP;0.000644288;0.769170711;;;;
NAP;0.000918602;0.859266207;;;;
NAP;0.00065043;1.181187542;;;;
NAP;0.000683369;0.939601472;;;;
NAP;0.000629018;0.514576452;;;;
NAP;0.000647235;0.618332488;;;;
NAP;0.000631874;0.880179615;;;;
NAP;0.00065208;1.045836231;;;;
NAP;0.000645626;1.093748138;;;;
NAP;0.000631461;0.939601472;;;;
NAP;0.000655246;0.609476993;;;;
NAP;0.00213458;0.719660575;;;;
NAP;0.000921595;0.815584379;;;;
SAP;0.000716719;1.208186041;;;;
SAP;0.00086443;1.153169995;;;;
SAP;0.000728382;1.415096431;;;;
SAP;0.001004036;1.078118574;;;;
CPL;0.0006999;0.922268928;;;;
SAP;0.00065277;1.234237026;;;;
CPL;0.000694537;1.234237026;;;;
SAP;0.001440906;0.859266207;;;;
SAP;0.000653624;1.194809519;;;;
CPL;0.001107191;1.10905542;;;;
NAP;0.000738421;0.865602321;;;;
NAP;0.000653746;0.913338953;;;;
NAP;0.000700056;0.893801591;;;;
NAP;0.000634832;0.880179615;;;;
NAP;0.000630839;0.547576413;;;;
NAP;0.000698965;0.837746529;;;;
NAP;0.000628101;0.514576451;;;;
NAP;0.000629273;0.890419458;;;;
NAP;0.000899557;0.90051998;;;;
NAP;0.00063239;0.920317871;;;;
NAP;0.000646302;0.729830281;;;;
NAP;0.000638251;0.837746529;;;;
NAP;0.000626203;0.69360959;;;;
NAP;0.001442834;0.90051998;;;;
NAP;0.000763761;0.939601471;;;;
NAP;0.000615381;1.116592307;;;;
NAP;0.000684452;1.062152864;;;;
NAP;0.000626322;0.815584379;;;;
NAP;0.000641489;1.246927538;;;;
NAP;0.000633747;0.94905863;;;;
NAP;0.000681711;0.92031787;;;;
NAP;0.00063987;1.10905542;;;;
NAP;0.000639769;0.890419458;;;;
NAP;0.001159341;0.547576413;;;;
NAP;0.000628565;0.815584379;;;;
NAP;0.000646222;0.976728052;;;;
NAP;0.001629514;0.179033139;;;;
NAP;0.000766319;0.480041067;;;;
NAP;0.000625762;0.976728052;;;;
NAP;0.001442448;1.246927538;;;;
NAP;0.00213559;0.715667758;;;;
NAP;0.000614788;0.958396827;;;;
NAP;0.001438444;0.837746529;;;;
NAP;0.000639189;1.33016083;;;;
NAP;0.000688754;0.514576451;;;;
NAP;0.000634883;1.245668205;;;;
TPL;0.000665453;1.002432083;;;;
UMW;0.000669096;0.920317871;;;;
TPL;0.000645631;0.514576451;;;;
UMW;0.000788269;1.194809519;;;;
TPL;0.000630911;1.045836231;;;;
UMW;0.000770652;1.246927538;;;;
TPL;0.000695651;0.323170078;;;;
UMW;0.0006955;1.109055421;;;;
UMW;0.000827435;0.90051998;;;;
UMW;0.000630594;1.012086015;;;;
TPL;0.00071169;0.547576413;;;;
UMW;0.000606932;0.92031787;;;;
UMW;0.000631046;0.859266207;;;;
UMW;0.001147556;1.234237026;;;;
UMW;0.000774778;0.958396827;;;;
UMW;0.000697434;0.920317871;;;;
UMW;0.000826034;0.920317871;;;;
UMW;0.002130065;0.769170711;;;;
UMW;0.000638908;1.078118574;;;;
UMW;0.000676129;1.109055421;;;;
UMW;0.001090128;1.221325798;;;;
UMW;0.000714545;1.138754457;;;;
UMW;0.00066001;1.012086015;;;;
UMW;0.000619601;1.029152902;;;;
UMW;0.00064602;1.208186041;;;;
UMW;0.001143188;1.341324603;;;;
UMW;0.0008028;1.078118573;;;;
UMW;0.000759201;1.181187542;;;;
UMW;0.000664581;0.845889684;;;;
UMW;0.000706574;1.208186041;;;;
TPL;0.000697827;0.996382981;;;;
UMW;0.001134168;1.012086015;;;;
UMW;0.00213559;0.837746529;;;;
UMW;0.000703717;1.307316662;;;;
UMW;0.00151637;1.109055421;;;;
UMW;0.000655064;1.093748138;;;;
UMW;0.00065766;1.246927538;;;;
UMW;0.000884367;0.976728052;;;;
UMW;0.000736745;1.029152902;;;;
TPL;0.000891335;0.994617518;;;;
TPL;0.00067259;0.769170711;;;;
UMW;0.000628083;0.815584379;;;;
UMW;0.000674291;1.373842658;;;;
TPL;0.00288788;0.179033139;;;;
TPL;0.000659124;0.960250453;;;;
TPL;0.000677726;0.857142094;;;;
UMW;0.000673802;0.90051998;;;;
UMW;0.001122386;1.029152902;;;;
UMW;0.000713247;1.278942116;;;;
UMW;0.000754223;1.234237026;;;;
UMW;0.000635397;1.153169995;;;;
UMW;0.000640617;1.259404755;;;;
UMW;0.001457754;1.208186041;;;;
UMW;0.001427625;0.880179615;;;;
CPL;0.000650157;0.579171687;;;;
SAP;0.0006472;1.167310935;;;;
TPL;0.000675163;0.666611091;;;;
CPL;0.001129068;1.167310935;;;;
CPL;0.00178801;0.859266206;;;;
CPL;0.001055537;0.945919611;;;;
TPL;0.001298705;1.045836231;;;;
SAP;0.001719437;1.029152902;;;;
SAP;0.001867529;0.90051998;;;;
TPL;0.001473403;0.920317871;;;;
SAP;0.001115147;1.246927538;;;;
SAP;0.001271703;1.045836231;;;;
TPL;0.000994405;0.976728052;;;;
SAP;0.000804321;1.384373003;;;;
SAP;0.000716761;1.35232298;;;;
CPL;0.001515073;0.609476993;;;;
TPL;0.000661342;1.221325798;;;;
TPL;0.001215764;0.638593544;;;;
SAP;0.00127501;1.265565594;;;;
CPL;0.000883082;0.994617518;;;;
TPL;0.001298124;0.837746529;;;;
TPL;0.000711048;1.068580409;;;;
TPL;0.000990249;0.976728052;;;;
CPL;0.001304627;0.769170711;;;;
SAP;0.001909955;1.012086015;;;;
TPL;0.001010696;0.846429399;;;;
TPL;0.000713961;1.124053444;;;;
TPL;0.000783441;1.138754457;;;;
SAP;0.000753074;1.058918101;;;;
TPL;0.001510813;1.027463762;;;;
TPL;0.000712248;0.958396827;;;;
SAP;0.000652777;0.859266207;;;;
CPL;0.001426791;1.124053444;;;;
CPL;0.001154817;0.939601472;;;;
CPL;0.001063607;1.221325798;;;;
CPL;0.000672578;1.208186041;;;;
CPL;0.001614484;0.815584379;;;;
CPL;0.001178354;1.124053444;;;;
CPL;0.001608997;0.547576413;;;;
CPL;0.001767115;0.69360959;;;;
CPL;0.001222826;0.958396827;;;;
CPL;0.00192621;1.012086015;;;;
CPL;0.00121153;0.958396827;;;;
CPL;0.00086078;0.666611091;;;;
CPL;0.00064165;1.093748138;;;;
CPL;0.00126387;0.918143998;;;;
CPL;0.001361192;1.078118574;;;;
CPL;0.001262754;0.815584379;;;;
CPL;0.00190321;0.837746529;;;;
CPL;0.000866203;1.090648439;;;;
CPL;0.001530712;0.920317871;;;;
CPL;0.001516406;0.976728052;;;;
CPL;0.001232887;0.27816376;;;;
CPL;0.00077629;0.958396827;;;;
CPL;0.000647731;1.283747162;;;;
CPL;0.001374245;1.208186041;;;;
CPL;0.000903455;1.012086015;;;;
CPL;0.000753897;0.939601472;;;;
CPL;0.001094764;1.093748138;;;;
CPL;0.001476822;1.078118574;;;;
CPL;0.000772975;0.744828303;;;;
NPL;0.001112021;0.976728052;;;;
NPL;0.000687196;1.363160792;;;;
NPL;0.001135471;0.994617518;;;;
NPL;0.001447313;1.415096431;;;;
NPL;0.001150256;0.859266207;;;;
WMT;0.002138179;1.271675727;;;;
NPL;0.00089941;1.103987982;;;;
WMT;0.001449709;0.859266207;;;;
NPL;0.000684687;0.69360959;;;;
NPL;0.000660719;0.547576413;;;;
NPL;0.000752062;0.443820376;;;;
NPL;0.00067516;0.27816376;;;;
NPL;0.000910164;1.045836231;;;;
NPL;0.000732487;1.029152902;;;;
NPL;0.00107762;0.90051998;;;;
NPL;0.002169498;0.230251853;;;;
NPL;0.000637359;0.27816376;;;;
NPL;0.002125142;1.045836231;;;;
NPL;0.002130862;0.40574142;;;;
WMT;0.002128105;0.514576451;;;;
WMT;0.001438781;1.012086015;;;;
WMT;0.001077565;1.029152903;;;;
NPL;0.001485839;0.609476993;;;;
NPL;0.000712159;1.341324603;;;;
NPL;0.001158753;0.769170711;;;;
NPL;0.000745064;0.365603164;;;;
NPL;0.000649616;0.514576452;;;;
NPL;0.001111211;0.514576451;;;;
NPL;0.000641943;1.062152864;;;;
NPL;0.001515891;0.764365665;;;;
NPL;0.000677097;0.638593544;;;;
WMT;0.000895981;1.231672682;;;;
WMT;0.000646321;1.078118574;;;;
WMT;0.002125641;1.053495309;;;;
WMT;0.002128105;1.21730751;;;;
NPL;0.000914533;1.013810469;;;;
NPL;0.000562415;0.958396827;;;;
NPL;0.002182422;1.029152902;;;;
WMT;0.001470022;1.271675727;;;;
NPL;0.000639902;1.098440378;;;;
NPL;0.001546138;1.124053444;;;;
NPL;0.001088354;1.153169995;;;;
WMT;0.002128105;0.90051998;;;;
XER;0.000763752;1.070178638;;;;
WMT;0.002116272;1.373842658;;;;
NPL;0.002143923;0.958396827;;;;
NPL;0.001546138;0.815584379;;;;
NPL;0.001511218;1.363160791;;;;
WMT;0.002116272;1.307316662;;;;
CPL;0.001166039;1.208186041;;;;
NPL;0.001516979;1.194809519;;;;
NPL;0.000926306;1.286138071;;;;
NPL;0.001537677;1.029152902;;;;
NPL;0.001516979;1.012086015;;;;
NPL;0.000883397;0.958396827;;;;
NPL;0.002251766;0.958396827;;;;
NPL;0.002137343;0.893801591;;;;
NPL;0.001507179;0.976728052;;;;
NPL;0.002251766;1.012086015;;;;
NPL;0.002169498;1.217408233;;;;
TPL;0.00110994;0.991073946;;;;
NPL;0.000901;0.994617518;;;;
TPL;0.001082712;1.167310935;;;;
TPL;0.001095666;0.638593544;;;;
NPL;0.000758907;0.579171687;;;;
TPL;0.001492846;0.815584379;;;;
NPL;0.001140322;0.815584379;;;;
TPL;0.000651513;0.958396827;;;;
NPL;0.000912317;0.629014354;;;;
NPL;0.001512109;0.609476993;;;;
NPL;0.002061214;0.179033139;;;;
TPL;0.000751269;0.880179615;;;;
NPL;0.001488119;0.547576413;;;;
NPL;0.000903381;1.221325798;;;;
NPL;0.001501429;0.920317871;;;;
NPL;0.000647467;0.638593544;;;;
NPL;0.000904634;0.744828303;;;;
TPL;0.001082802;1.295625445;;;;
NPL;0.002251766;1.246927538;;;;
NPL;0.002208982;0.976728052;;;;
NPL;0.00079895;0.90051998;;;;
SPL;0.001532159;0.958396827;;;;
SPL;0.000778514;1.029152902;;;;
NPL;0.001098148;0.638593544;;;;
SPL;0.000806487;0.579171687;;;;
NPL;0.001152648;0.815584379;;;;
SPL;0.001481105;1.045836231;;;;
SPL;0.000706656;0.880179615;;;;
TPL;0.000817517;0.27816376;;;;
SPL;0.000759046;0.855722635;;;;
SPL;0.000656152;0.994617518;;;;
SPL;0.001177687;1.208186041;;;;
SPL;0.00149046;1.271675727;;;;
TPL;0.000654449;0.719660575;;;;
TPL;0.000769255;0.769170711;;;;
TPL;0.000938428;0.69360959;;;;
NPL;0.001132033;0.994617518;;;;
TPL;0.001050604;0.939601471;;;;
TPL;0.000870639;0.579171687;;;;
SPL;0.001113474;1.138754457;;;;
TPL;0.001103405;0.939601471;;;;
NPL;0.000925963;0.939601471;;;;
SPL;0.000649194;0.920317871;;;;
SPL;0.000937261;0.939601472;;;;
SPL;0.0011346;0.958396827;;;;
SPL;0.000727217;0.815584379;;;;
NPL;0.002167401;1.012086015;;;;
SPL;0.001509485;0.579171687;;;;
TPL;0.001485528;0.90051998;;;;
SPL;0.001477088;0.976728052;;;;
NPL;0.002182422;0.859266207;;;;
TPL;0.000730324;0.79274021;;;;
NAP;0.000645896;1.368520937;;;;
NAP;0.001452658;1.138754457;;;;
NAP;0.0006702;0.514576451;;;;
NAP;0.000660631;0.837746529;;;;
NAP;0.00146752;1.278942116;;;;
NAP;0.00108246;1.167310935;;;;
SAP;0.001025196;1.271675727;;;;
NAP;0.000883948;1.33016083;;;;
NAP;0.000646946;1.181187542;;;;
SAP;0.000643009;1.208186041;;;;
WMT;0.001458656;1.167310935;;;;
XER;0.002169498;0.920317871;;;;
SPL;0.001128766;1.012086015;;;;
XER;0.001090371;0.649927762;;;;
WMT;0.002117648;0.79274021;;;;
XER;0.001071313;1.10905542;;;;
SPL;0.000674278;0.666611091;;;;
SPL;0.001494742;1.078118573;;;;
SPL;0.001118185;0.744828304;;;;
SPL;0.001130604;0.954101481;;;;
XER;0.000637183;0.79274021;;;;
SPL;0.001483433;1.125536715;;;;
XER;0.000713085;0.939601471;;;;
SPL;0.001102829;0.958396827;;;;
SPL;0.000784755;1.124053444;;;;
WMT;0.001424891;1.109055421;;;;
WMT;0.002116272;1.045836231;;;;
WMT;0.002116272;0.994617518;;;;
WMT;0.00078935;0.958396827;;;;
SPL;0.000726727;0.90051998;;;;
XER;0.002135414;1.17812619;;;;
NAP;0.000658936;1.167310935;;;;
NAP;0.000687654;1.109055421;;;;
NAP;0.000725546;0.365603164;;;;
NAP;0.000784571;0.609476993;;;;
NAP;0.000648103;0.666611091;;;;
NAP;0.000706766;0.90051998;;;;
NAP;0.000912392;0.792740211;;;;
NAP;0.001095211;0.939601471;;;;
NAP;0.000639666;1.012086015;;;;
NAP;0.000655622;1.029152902;;;;
NAP;0.000756813;1.062152864;;;;
NAP;0.000642364;0.958396827;;;;
NAP;0.00071144;0.480041066;;;;
NAP;0.000666633;0.769170711;;;;
NAP;0.00064511;0.666611091;;;;
NAP;0.000630408;0.939601472;;;;
NAP;0.000632287;0.666611091;;;;
NAP;0.001127012;1.027463762;;;;
SAP;0.001481306;1.074952783;;;;
SAP;0.001111702;0.976728052;;;;
TPL;0.001478622;1.076537366;;;;
TPL;0.00174799;0.943398804;;;;
SPL;0.000661419;1.078118574;;;;
CPL;0.001064528;0.609476993;;;;
SAP;0.001124752;1.062152864;;;;
SPL;0.00077332;0.994617518;;;;
SPL;0.001241776;0.443820376;;;;
SPL;0.00119539;0.76917071;;;;
TPL;0.001122841;1.062152864;;;;
SPL;0.000672354;1.153169995;;;;
